id,user_id,restaurant_id,table_id,reservation_time,guest_count,status
123,25,22,33,2025-12-31T17:06:43.794429+00:00,5,completed
124,51,28,91,2026-01-04T16:36:35.460552+00:00,6,completed
125,69,26,74,2026-01-06T23:46:58.695621+00:00,2,cancelled
126,25,22,33,2025-12-10T21:36:10.615620+00:00,3,cancelled
127,89,30,113,2025-12-11T03:08:34.732559+00:00,2,confirmed
128,64,29,107,2025-12-27T20:45:31.047950+00:00,4,cancelled
129,58,25,62,2025-12-30T10:56:56.944522+00:00,2,completed
130,24,25,67,2025-12-16T20:59:13.989601+00:00,8,pending
131,72,27,85,2026-01-03T15:26:32.310890+00:00,2,confirmed
132,47,28,98,2025-12-11T22:21:54.098417+00:00,4,pending
133,98,24,56,2025-12-17T11:09:30.498693+00:00,7,completed
134,72,27,81,2025-12-17T20:12:19.806082+00:00,1,confirmed
135,57,24,59,2025-12-25T00:23:47.063593+00:00,4,confirmed
136,15,21,28,2025-12-12T15:32:18.683616+00:00,5,cancelled
137,84,25,70,2025-12-15T23:47:52.883487+00:00,1,pending
138,106,22,31,2025-12-20T17:57:14.501891+00:00,1,pending
139,79,21,30,2025-12-25T03:02:22.859378+00:00,4,confirmed
140,88,25,68,2026-01-04T12:53:55.036223+00:00,6,pending
141,106,22,40,2025-12-13T05:14:32.017814+00:00,5,completed
142,37,21,30,2025-12-16T15:52:57.975973+00:00,3,pending
143,52,30,120,2025-12-10T23:22:54.899970+00:00,2,confirmed
144,98,24,53,2025-12-27T17:29:53.176806+00:00,7,confirmed
145,85,30,114,2026-01-02T16:26:59.668545+00:00,3,confirmed
146,44,28,96,2025-12-13T20:19:13.074758+00:00,1,confirmed
147,34,22,34,2025-12-09T08:13:21.864195+00:00,6,cancelled
148,40,22,36,2025-12-22T05:34:38.482887+00:00,2,confirmed
149,81,27,85,2025-12-10T19:10:22.236590+00:00,1,completed
150,52,30,117,2025-12-18T11:35:28.250510+00:00,8,cancelled
151,107,24,59,2025-12-18T23:33:51.432298+00:00,6,completed
152,49,28,92,2026-01-03T21:27:45.261811+00:00,6,cancelled
153,51,28,95,2026-01-07T02:19:51.403620+00:00,8,pending
154,51,28,93,2025-12-25T05:06:00.966066+00:00,1,cancelled
155,93,30,117,2025-12-11T10:28:34.329395+00:00,4,pending
156,72,27,87,2025-12-31T01:55:17.777325+00:00,3,cancelled
157,49,28,92,2025-12-24T05:37:40.018985+00:00,3,completed
158,29,25,66,2025-12-18T10:14:39.305410+00:00,7,pending
159,63,22,34,2025-12-24T22:14:18.263304+00:00,4,completed
160,32,21,22,2025-12-23T04:26:50.283505+00:00,5,cancelled
161,106,22,37,2025-12-16T09:07:29.259251+00:00,8,pending
162,40,22,38,2026-01-01T13:13:56.565454+00:00,1,pending
163,44,28,97,2025-12-22T05:58:15.258953+00:00,6,completed
164,26,21,21,2025-12-24T17:49:06.472140+00:00,1,confirmed
165,28,28,99,2025-12-13T23:04:50.178300+00:00,6,completed
166,23,28,92,2026-01-06T19:58:54.128614+00:00,7,confirmed
167,75,21,23,2025-12-22T23:48:49.296696+00:00,1,pending
168,86,27,90,2025-12-27T08:52:12.860277+00:00,5,cancelled
169,53,28,91,2025-12-26T17:08:01.066257+00:00,3,confirmed
170,101,25,68,2026-01-03T03:28:00.245768+00:00,3,completed
171,80,25,62,2025-12-12T02:16:19.074553+00:00,5,confirmed
172,41,25,65,2026-01-06T15:37:13.389231+00:00,5,pending
173,103,21,26,2026-01-05T22:18:51.676175+00:00,2,completed
174,24,25,63,2025-12-16T18:46:07.497272+00:00,5,completed
175,46,25,62,2026-01-01T01:53:08.010639+00:00,4,confirmed
176,36,27,89,2025-12-29T22:45:30.559373+00:00,6,confirmed
177,75,21,30,2025-12-27T06:00:02.358020+00:00,6,pending
178,43,24,59,2026-01-06T21:14:25.873892+00:00,6,cancelled
179,32,21,25,2025-12-24T16:29:20.055431+00:00,2,cancelled
180,99,30,118,2025-12-15T07:33:32.484462+00:00,7,pending
181,58,25,69,2026-01-05T01:25:17.048823+00:00,4,pending
182,104,29,108,2026-01-04T06:16:53.806101+00:00,1,pending
183,41,25,61,2025-12-17T11:57:49.653777+00:00,6,pending
184,47,28,93,2025-12-25T20:11:34.426243+00:00,1,completed
185,90,24,58,2025-12-24T10:41:14.877341+00:00,6,confirmed
186,106,22,40,2025-12-12T11:51:13.357550+00:00,2,pending
187,75,21,21,2025-12-09T15:45:59.637655+00:00,7,pending
188,88,25,63,2025-12-29T13:40:57.399544+00:00,6,confirmed
189,80,25,65,2025-12-18T00:43:55.195171+00:00,1,completed
190,88,25,70,2025-12-17T00:40:23.203888+00:00,5,confirmed
191,24,25,62,2025-12-20T18:16:16.244156+00:00,4,completed
192,92,27,83,2025-12-14T23:36:48.313586+00:00,8,confirmed
193,17,26,77,2026-01-01T01:05:53.132255+00:00,4,confirmed
194,35,24,51,2025-12-10T07:29:58.224909+00:00,6,pending
195,67,21,23,2025-12-16T11:54:56.868111+00:00,1,completed
196,67,21,24,2025-12-10T02:56:08.038543+00:00,4,cancelled
197,32,21,26,2026-01-06T10:37:46.019725+00:00,4,completed
198,59,25,65,2025-12-14T01:36:34.540274+00:00,4,confirmed
199,56,26,72,2025-12-10T08:05:50.832120+00:00,7,completed
200,88,25,68,2026-01-04T02:40:31.088583+00:00,8,completed
201,48,22,39,2026-01-03T10:54:42.613687+00:00,8,cancelled
202,81,27,86,2025-12-17T04:28:12.881646+00:00,4,cancelled
203,98,24,59,2025-12-10T19:12:48.743766+00:00,5,completed
204,51,28,96,2026-01-06T21:28:52.904524+00:00,6,cancelled
205,17,26,75,2026-01-06T15:21:13.425148+00:00,8,pending
206,40,22,38,2025-12-27T08:54:04.068471+00:00,5,completed
207,84,25,70,2025-12-25T17:54:45.044157+00:00,8,confirmed
208,99,30,118,2025-12-17T21:20:11.239409+00:00,6,pending
209,103,21,30,2025-12-10T08:27:51.627305+00:00,6,cancelled
210,75,21,26,2025-12-15T05:29:36.706442+00:00,2,confirmed
211,77,21,29,2026-01-05T09:14:46.846526+00:00,1,pending
212,8,21,21,2025-12-23T11:37:48.245033+00:00,3,completed
213,23,28,94,2026-01-04T03:10:28.510699+00:00,3,cancelled
214,81,27,89,2025-12-19T03:08:49.729357+00:00,7,confirmed
215,95,27,84,2026-01-01T20:01:17.852283+00:00,4,completed
216,61,28,96,2025-12-17T13:03:50.609873+00:00,5,completed
217,24,25,62,2026-01-02T02:45:19.420018+00:00,5,pending
218,57,24,59,2026-01-03T03:29:31.236630+00:00,6,completed
219,22,27,85,2025-12-27T20:49:05.587609+00:00,6,completed
220,76,30,114,2025-12-09T06:58:19.591474+00:00,8,confirmed
221,13,23,48,2025-12-22T10:31:03.808615+00:00,1,confirmed
222,12,30,117,2025-12-18T09:56:05.766099+00:00,6,completed
223,59,25,61,2025-12-18T14:37:37.578415+00:00,3,confirmed
224,11,25,66,2025-12-22T05:21:56.067066+00:00,2,cancelled
225,107,24,51,2025-12-29T12:25:17.978751+00:00,6,cancelled
226,34,22,35,2026-01-04T11:48:01.265846+00:00,6,pending
227,90,24,51,2025-12-19T09:45:07.771388+00:00,2,cancelled
228,59,25,70,2025-12-16T08:45:11.121768+00:00,5,confirmed
229,103,21,27,2025-12-24T17:12:43.066203+00:00,5,completed
230,37,21,22,2025-12-27T06:13:28.220156+00:00,1,cancelled
231,26,21,26,2025-12-22T06:55:04.895882+00:00,8,pending
232,8,21,24,2026-01-05T22:19:28.546868+00:00,1,pending
233,58,25,65,2025-12-12T16:30:26.063668+00:00,8,pending
234,17,26,71,2025-12-21T14:33:52.263449+00:00,2,completed
235,13,23,44,2025-12-10T11:31:03.464738+00:00,7,completed
236,54,24,51,2025-12-25T01:22:23.781418+00:00,1,cancelled
237,94,26,76,2025-12-27T23:57:49.252620+00:00,8,confirmed
238,15,21,24,2025-12-23T23:31:55.808857+00:00,2,pending
239,95,27,86,2025-12-17T20:31:54.271467+00:00,8,confirmed
240,67,21,22,2025-12-21T04:02:35.023350+00:00,4,completed
241,107,24,57,2025-12-28T06:33:15.428720+00:00,3,completed
242,27,30,120,2025-12-22T06:15:36.472121+00:00,3,completed
243,74,21,29,2025-12-12T08:23:45.016695+00:00,2,completed
244,17,26,78,2025-12-10T03:08:56.688115+00:00,7,cancelled
245,39,25,62,2025-12-14T14:13:14.621225+00:00,4,confirmed
246,60,24,51,2025-12-18T03:04:23.909282+00:00,1,completed
247,96,22,37,2025-12-22T07:40:16.623739+00:00,3,completed
248,30,27,87,2025-12-10T16:28:06.021106+00:00,6,pending
249,103,21,26,2025-12-30T10:41:42.804749+00:00,1,pending
250,104,29,101,2025-12-26T08:49:06.978462+00:00,8,completed
251,21,30,115,2026-01-03T03:53:03.739786+00:00,7,pending
252,88,25,68,2026-01-05T16:37:40.282028+00:00,8,cancelled
253,103,21,30,2026-01-01T16:46:57.650230+00:00,1,confirmed
254,39,25,65,2025-12-18T14:33:23.961208+00:00,7,cancelled
255,93,30,120,2025-12-24T10:17:35.360185+00:00,8,confirmed
256,28,28,99,2025-12-11T04:01:04.246361+00:00,7,cancelled
257,13,23,41,2025-12-19T12:29:00.941534+00:00,6,completed
258,40,22,38,2026-01-03T00:30:20.207133+00:00,6,pending
259,55,30,113,2025-12-24T20:53:51.878311+00:00,6,confirmed
260,10,22,39,2025-12-27T03:45:58.837600+00:00,2,cancelled
261,20,25,66,2025-12-30T01:27:00.901599+00:00,2,confirmed
262,30,27,87,2025-12-29T14:22:40.501852+00:00,4,cancelled
263,26,21,25,2025-12-16T06:47:07.527242+00:00,6,pending
264,98,24,55,2026-01-01T17:40:08.787306+00:00,7,completed
265,64,29,104,2026-01-04T17:55:11.302047+00:00,6,confirmed
266,18,29,101,2026-01-06T02:16:39.078767+00:00,7,pending
267,26,21,23,2025-12-20T14:19:23.380772+00:00,3,confirmed
268,50,28,97,2026-01-02T00:34:15.897446+00:00,3,pending
269,35,24,52,2025-12-11T10:19:02.292193+00:00,3,completed
270,87,22,33,2025-12-22T09:28:07.276605+00:00,8,cancelled
271,26,21,27,2025-12-19T00:19:56.673030+00:00,5,confirmed
272,44,28,100,2025-12-27T04:11:26.791750+00:00,2,completed
273,38,21,28,2026-01-02T09:07:11.534104+00:00,7,cancelled
274,91,24,60,2025-12-14T19:11:04.113079+00:00,4,pending
275,18,29,108,2025-12-28T05:29:29.306064+00:00,5,pending
276,75,21,21,2025-12-16T20:45:59.481170+00:00,1,pending
277,75,21,27,2025-12-21T22:55:22.814010+00:00,4,confirmed
278,85,30,116,2025-12-18T05:00:39.093626+00:00,2,pending
279,84,25,68,2025-12-28T04:17:28.711097+00:00,5,pending
280,77,21,22,2025-12-29T08:15:56.930838+00:00,3,confirmed
281,23,28,100,2025-12-25T14:24:50.113255+00:00,1,cancelled
282,91,24,56,2025-12-19T22:40:28.728620+00:00,3,confirmed
283,60,24,58,2025-12-18T16:45:10.309127+00:00,2,pending
284,79,21,21,2025-12-11T06:25:38.095154+00:00,4,cancelled
285,67,21,26,2026-01-05T03:03:48.593525+00:00,5,pending
286,31,28,96,2025-12-27T03:39:34.711642+00:00,4,pending
287,74,21,27,2025-12-29T11:41:08.044472+00:00,7,pending
288,104,29,103,2025-12-15T12:22:28.499286+00:00,2,confirmed
289,55,30,112,2025-12-27T02:58:29.559647+00:00,5,completed
290,45,25,69,2025-12-14T04:55:21.470228+00:00,8,confirmed
291,8,21,29,2025-12-16T05:04:24.477902+00:00,2,cancelled
292,101,25,68,2025-12-29T18:35:59.880104+00:00,7,confirmed
293,98,24,53,2025-12-16T22:53:09.763674+00:00,2,confirmed
294,44,28,99,2025-12-16T10:07:16.312452+00:00,2,cancelled
295,50,28,100,2025-12-17T01:25:23.408164+00:00,3,completed
296,22,27,86,2025-12-17T17:14:47.996253+00:00,5,completed
297,8,21,29,2026-01-02T22:02:45.672688+00:00,2,confirmed
298,88,25,62,2025-12-30T22:28:09.888806+00:00,4,pending
299,45,25,66,2025-12-26T04:51:34.660204+00:00,2,confirmed
300,71,22,33,2026-01-01T12:11:12.338259+00:00,6,completed
301,14,22,32,2025-12-22T00:38:01.714595+00:00,7,completed
302,51,28,93,2025-12-25T11:50:31.409698+00:00,3,confirmed
303,74,21,23,2025-12-23T12:23:13.948263+00:00,8,pending
304,46,25,69,2026-01-07T05:35:15.491018+00:00,1,pending
305,33,22,40,2025-12-28T12:32:16.154174+00:00,7,cancelled
306,59,25,63,2025-12-20T06:58:08.841150+00:00,8,completed
307,24,25,70,2025-12-25T02:43:48.582684+00:00,2,completed
308,101,25,62,2025-12-19T02:38:22.642981+00:00,2,cancelled
309,21,30,120,2025-12-17T12:41:19.673270+00:00,1,pending
310,20,25,70,2025-12-19T15:14:42.345550+00:00,7,pending
311,23,28,92,2025-12-13T14:51:22.696558+00:00,2,confirmed
312,93,30,117,2026-01-02T08:46:11.271203+00:00,4,confirmed
313,40,22,38,2025-12-27T17:36:17.068934+00:00,2,completed
314,81,27,89,2025-12-13T20:02:44.624393+00:00,3,completed
315,70,22,35,2025-12-10T04:17:30.071635+00:00,2,pending
316,16,23,45,2025-12-25T05:13:02.703608+00:00,5,pending
317,62,28,99,2026-01-02T06:48:17.458059+00:00,2,pending
318,52,30,119,2026-01-06T09:58:47.627798+00:00,3,completed
319,68,26,72,2025-12-10T12:38:24.634847+00:00,8,cancelled
320,11,25,70,2026-01-03T12:43:34.841893+00:00,8,pending
321,37,21,29,2026-01-06T14:13:46.460504+00:00,6,completed
322,90,24,53,2025-12-30T16:53:51.794225+00:00,3,completed
323,16,23,45,2025-12-29T17:53:57.513801+00:00,8,pending
324,19,26,78,2025-12-24T04:11:55.738927+00:00,8,cancelled
325,9,30,113,2025-12-17T21:56:59.259617+00:00,3,pending
326,89,30,114,2025-12-30T11:54:25.308506+00:00,6,confirmed
327,76,30,119,2026-01-07T03:26:07.394756+00:00,5,completed
328,55,30,114,2026-01-01T09:18:27.646040+00:00,5,cancelled
329,52,30,114,2026-01-06T08:16:59.522536+00:00,4,cancelled
330,56,26,71,2025-12-17T09:20:34.461929+00:00,5,pending
331,76,30,112,2026-01-01T19:27:40.665864+00:00,8,confirmed
332,9,30,113,2025-12-15T14:58:11.195373+00:00,7,pending
333,56,26,80,2025-12-19T00:35:57.477456+00:00,4,pending
334,98,24,54,2025-12-24T03:48:12.472546+00:00,4,confirmed
335,56,26,78,2025-12-11T23:23:32.800910+00:00,3,cancelled
336,52,30,113,2025-12-15T21:04:31.672731+00:00,1,confirmed
337,78,22,38,2026-01-04T19:53:09.498674+00:00,1,cancelled
338,17,26,75,2025-12-15T18:11:25.614357+00:00,1,pending
339,83,27,81,2025-12-31T01:17:39.999617+00:00,6,completed
340,54,24,56,2025-12-14T19:39:39.660022+00:00,4,pending
341,77,21,28,2025-12-09T21:47:46.267236+00:00,5,confirmed
342,23,28,98,2025-12-29T20:17:59.163610+00:00,3,completed
343,95,27,83,2026-01-02T07:02:28.651464+00:00,7,pending
344,107,24,58,2025-12-12T06:15:24.513772+00:00,4,cancelled
345,97,28,93,2025-12-21T21:17:40.710961+00:00,5,cancelled
346,20,25,68,2025-12-16T08:12:47.704718+00:00,1,confirmed
347,67,21,22,2025-12-26T08:04:17.011487+00:00,8,pending
348,94,26,76,2025-12-15T00:36:56.056790+00:00,6,cancelled
349,92,27,88,2025-12-14T19:38:44.990477+00:00,1,cancelled
350,99,30,117,2025-12-09T07:10:15.784085+00:00,1,completed
351,71,22,35,2026-01-03T01:52:44.463254+00:00,4,cancelled
352,16,23,46,2025-12-17T03:05:22.207063+00:00,8,completed
353,60,24,56,2025-12-25T10:58:54.306276+00:00,4,pending
354,45,25,64,2025-12-29T14:56:11.436071+00:00,4,cancelled
355,49,28,100,2025-12-19T22:47:39.923701+00:00,4,completed
356,86,27,87,2025-12-24T21:57:50.921948+00:00,7,completed
357,101,25,69,2025-12-27T07:15:14.942208+00:00,8,completed
358,101,25,61,2025-12-18T09:54:57.406700+00:00,4,confirmed
359,102,26,72,2025-12-14T18:54:43.676373+00:00,4,completed
360,10,22,31,2025-12-22T03:41:31.311485+00:00,7,cancelled
361,63,22,37,2025-12-31T13:13:48.393722+00:00,2,completed
362,68,26,80,2025-12-14T09:00:52.599960+00:00,5,completed
363,55,30,115,2025-12-17T17:12:48.737427+00:00,6,completed
364,81,27,84,2025-12-26T08:53:52.868326+00:00,7,completed
365,39,25,63,2026-01-01T21:05:30.307962+00:00,3,cancelled
366,90,24,54,2025-12-29T19:02:00.364713+00:00,7,pending
367,37,21,26,2026-01-01T19:57:22.013841+00:00,5,completed
368,8,21,29,2025-12-26T20:34:29.731113+00:00,7,cancelled
369,95,27,90,2026-01-01T01:30:26.152665+00:00,2,cancelled
370,32,21,29,2025-12-20T22:00:25.781140+00:00,8,pending
371,15,21,23,2025-12-30T00:37:14.932047+00:00,7,confirmed
372,40,22,33,2025-12-11T10:34:47.450408+00:00,5,pending
373,64,29,110,2025-12-16T02:45:41.280047+00:00,1,cancelled
374,28,28,96,2026-01-05T12:59:25.641012+00:00,7,pending
375,101,25,66,2025-12-25T18:35:53.517730+00:00,1,confirmed
376,46,25,70,2025-12-31T22:58:48.136374+00:00,7,confirmed
377,57,24,56,2026-01-04T18:06:16.616294+00:00,3,pending
378,82,29,102,2025-12-26T13:44:54.725653+00:00,2,completed
379,48,22,35,2025-12-22T19:08:00.132028+00:00,5,completed
380,60,24,58,2025-12-22T16:28:34.530734+00:00,1,cancelled
381,48,22,38,2025-12-27T18:21:18.837355+00:00,8,pending
382,20,25,70,2025-12-20T20:22:52.470243+00:00,2,cancelled
383,105,28,91,2026-01-01T16:34:39.099730+00:00,3,completed
384,57,24,52,2026-01-01T14:31:50.452394+00:00,6,confirmed
385,10,22,32,2025-12-26T15:07:58.636899+00:00,7,cancelled
386,91,24,51,2025-12-29T16:14:50.584224+00:00,2,cancelled
387,88,25,61,2026-01-03T08:42:21.454920+00:00,4,cancelled
388,14,22,40,2025-12-11T18:47:25.992297+00:00,6,cancelled
389,10,22,36,2026-01-05T11:40:46.108895+00:00,4,cancelled
390,32,21,27,2025-12-19T07:29:31.902198+00:00,2,confirmed
391,76,30,111,2025-12-23T15:15:22.342629+00:00,6,confirmed
392,64,29,109,2025-12-19T00:47:54.371993+00:00,7,confirmed
393,80,25,65,2025-12-16T13:07:55.175940+00:00,5,completed
394,28,28,98,2025-12-23T13:47:14.991655+00:00,6,cancelled
395,15,21,21,2025-12-19T09:10:22.722580+00:00,5,completed
396,77,21,29,2025-12-30T12:09:51.782612+00:00,1,cancelled
397,58,25,63,2025-12-20T09:40:50.547561+00:00,7,confirmed
398,74,21,21,2025-12-19T15:39:13.395107+00:00,2,pending
399,95,27,81,2025-12-23T02:59:58.087780+00:00,8,completed
400,97,28,95,2025-12-26T22:01:11.574422+00:00,2,cancelled
401,62,26,79,2025-12-22T14:00:19.035279+00:00,1,PENDING
402,69,29,105,2025-12-27T14:00:19.081502+00:00,3,PENDING
403,71,23,50,2025-12-13T15:00:19.097510+00:00,1,PENDING
404,85,25,70,2025-12-15T16:00:19.123808+00:00,6,PENDING
405,20,21,25,2025-12-19T13:00:19.161162+00:00,1,PENDING
406,44,23,42,2025-12-28T15:00:19.216025+00:00,5,PENDING
407,72,22,36,2025-12-16T14:00:19.259931+00:00,4,PENDING
408,61,29,103,2025-12-12T16:00:19.277005+00:00,3,PENDING
409,35,30,113,2025-12-18T13:00:19.289662+00:00,5,PENDING
410,27,22,33,2025-12-15T14:00:19.307718+00:00,5,PENDING
