id,order_id,menu_item_id,price,quantity
162,50,1420,8.29,2
163,50,1786,7.07,1
164,50,2296,16.57,1
165,51,2235,21.4,2
166,51,1619,27.44,3
167,52,1406,20.72,1
168,52,1408,21.49,2
169,52,1601,11.63,1
170,52,1715,24.9,3
171,53,2188,24.99,1
172,54,1453,20.67,1
173,55,2342,17.04,3
174,55,1880,28.8,1
175,55,1585,29.84,1
176,55,1574,16.19,1
177,55,1623,8.14,1
178,56,1875,26.12,1
179,57,1466,20.59,3
180,57,2076,23.82,2
181,58,1783,26.25,2
182,59,1671,28.62,2
183,59,1402,18.85,2
184,59,2240,9.74,1
185,59,1649,20.37,2
186,60,1428,24.51,3
187,60,1558,9.06,2
188,60,1709,7.38,3
189,60,1720,8.75,3
190,60,1942,21.06,1
191,61,1753,26.03,2
192,61,2375,20.59,2
193,62,1878,8.75,3
194,63,1428,24.51,3
195,63,1558,9.06,2
196,63,1709,7.38,3
197,63,1720,8.75,3
198,63,1942,21.06,1
199,64,1436,25.17,2
200,64,1531,20.16,1
201,64,1998,11.92,3
202,64,2206,25.89,2
203,65,1989,15.25,2
204,66,2205,9.69,1
205,66,1677,28.36,3
206,66,1865,17.36,1
207,67,1794,25.26,1
208,67,1816,28.8,3
209,67,1866,28.33,1
210,68,1689,16.94,1
211,68,1949,10.68,2
212,68,2097,13.2,1
213,68,2272,28.27,3
214,69,1570,21.27,1
215,69,1874,27.8,3
216,69,1973,28.43,3
217,69,1651,15.6,1
218,70,1550,5.87,1
219,70,1609,25.56,2
220,70,1635,26.69,1
221,70,1719,19.5,1
222,70,2356,27.67,1
223,71,1717,18.14,1
224,71,1813,23.62,3
225,71,2056,28.73,1
226,72,1922,21.7,2
227,73,1417,20.72,2
228,74,1938,22.38,2
229,74,2047,9.38,1
230,74,2344,18.96,1
231,74,1705,25.95,1
232,75,1524,15.65,2
233,75,1562,10.52,3
234,75,1830,5.77,3
235,75,2003,7.34,3
236,75,2027,15.65,3
237,76,1961,16.62,2
238,76,1886,16.71,3
239,77,2016,15.04,1
240,77,2329,18.52,3
241,77,1717,18.14,3
242,77,2081,21.38,3
243,78,1404,24.5,2
244,78,1544,7.35,1
245,78,1677,28.36,2
246,78,1779,6.97,2
247,78,1895,13.51,1
248,79,1794,25.26,1
249,79,1816,28.8,3
250,79,1866,28.33,1
251,80,1689,16.94,1
252,80,1949,10.68,2
253,80,2097,13.2,1
254,80,2272,28.27,3
255,81,1550,5.87,1
256,81,1609,25.56,2
257,81,1635,26.69,1
258,81,1719,19.5,1
259,81,2356,27.67,1
260,82,1528,25.34,1
261,82,1945,25.7,2
262,82,1977,21.25,3
263,82,1998,11.92,2
264,82,2165,9.6,2
265,83,1436,25.17,2
266,83,1516,26.06,2
267,83,1880,28.8,3
268,83,1997,20.85,3
269,83,2185,23.69,3
270,84,2159,17.96,3
271,84,2181,24.9,1
272,85,2093,8.13,1
273,85,1768,6.73,2
274,85,1400,6.57,2
275,85,1730,5.25,3
276,86,1568,27.16,2
277,87,1753,26.03,2
278,87,2375,20.59,2
279,88,2110,11.94,3
280,89,1435,15.82,3
281,89,1546,18.34,3
282,89,1803,12.55,3
283,89,1920,25.28,1
284,89,2236,19.17,1
285,90,1504,18.3,3
286,90,1572,16.27,1
287,90,2321,14.07,2
288,90,2357,19.32,2
289,91,1897,22.87,1
290,91,2287,27.82,3
291,92,1832,25.7,3
292,92,1872,28.29,2
293,92,2009,21.42,2
294,92,2087,19.91,2
295,92,2131,11.78,3
296,93,1418,11.5,1
297,93,2076,23.82,2
298,94,1614,11.47,1
299,94,1794,25.26,2
300,94,2261,18.81,2
301,95,1715,24.9,2
302,96,2298,27.59,1
303,96,2315,12.61,2
304,96,1434,18.96,1
305,96,2149,14.46,3
306,97,1580,20.35,1
307,97,1642,29.72,1
308,97,2310,13.53,3
309,98,2338,18.28,1
310,99,1683,12.59,1
311,99,2312,25.98,3
312,99,1764,15.33,1
313,100,1540,24.7,3
314,100,1957,5.67,1
315,100,1969,13.33,1
316,100,2320,19.4,2
317,101,2248,27.72,2
318,101,2053,11.85,3
319,102,1736,16.02,2
320,103,2000,29.45,2
321,104,1619,27.44,2
322,104,1658,26.2,2
323,104,1744,23.69,1
324,104,1787,16.21,1
325,104,2275,25.07,2
326,105,1668,5.52,3
327,105,1621,19.55,3
328,105,1799,9.05,2
329,106,2366,16.5,1
330,106,1800,5.79,2
331,107,1953,10.19,2
332,108,1615,24.07,2
333,109,1762,15.71,2
334,109,1859,7.47,2
335,109,1890,26.7,3
336,109,1991,17.53,3
337,109,2196,7.54,1
338,110,1586,24.98,2
339,110,2294,29.46,3
340,110,2134,24.84,1
341,110,2114,7.46,3
342,111,2221,21.43,1
343,111,1792,6.53,2
344,111,1780,5.9,2
345,112,1451,6.59,3
346,112,1717,18.14,1
347,112,1758,5.59,1
348,112,1930,7.46,2
349,112,2188,24.99,2
350,113,1762,15.71,2
351,113,1859,7.47,2
352,113,1890,26.7,3
353,113,1991,17.53,3
354,113,2196,7.54,1
355,114,1430,7.1,2
356,114,1933,12.73,2
357,114,1983,10.82,1
358,114,1488,24.64,2
359,115,1775,12.74,2
360,115,2343,27.0,1
361,115,2164,15.03,1
362,116,1755,24.57,3
363,116,2287,27.82,2
364,117,1629,25.99,3
365,117,2257,21.62,1
366,117,1681,11.8,2
367,117,2263,20.34,3
368,117,1699,27.7,2
369,118,1504,18.3,3
370,118,1572,16.27,1
371,118,2321,14.07,2
372,118,2357,19.32,2
373,119,1528,25.34,1
374,119,1945,25.7,2
375,119,1977,21.25,3
376,119,1998,11.92,2
377,119,2165,9.6,2
378,120,1532,28.62,2
379,120,1786,7.07,1
380,120,2248,27.72,3
381,120,1591,28.76,1
382,120,2260,8.82,3
383,121,1666,28.01,3
384,121,1698,27.99,1
385,122,2195,14.11,3
386,123,1975,25.13,3
387,124,1953,10.19,1
388,124,2330,30.0,3
389,125,1779,6.97,2
390,126,1982,18.18,2
391,126,1589,24.56,1
392,127,1819,28.57,1
393,127,1969,13.33,2
394,127,2037,9.24,2
395,127,2361,21.91,1
396,128,1415,22.85,1
397,128,1735,13.97,3
398,128,2353,18.13,2
399,128,2246,5.36,3
400,128,2103,24.63,1
401,129,2231,21.67,3
402,130,1395,14.47,1
403,131,1995,29.96,2
404,131,2036,28.82,2
405,131,2167,22.77,1
406,132,1715,24.9,2
407,133,1398,5.72,3
408,133,1639,25.82,1
409,133,1714,6.33,3
410,133,2379,22.78,2
411,134,1528,25.34,1
412,134,1945,25.7,2
413,134,1977,21.25,3
414,134,1998,11.92,2
415,134,2165,9.6,2
416,135,2349,27.02,3
417,135,2116,15.01,1
418,136,1729,18.87,1
419,136,1765,23.65,2
420,136,2056,28.73,3
421,136,2126,11.12,1
422,136,2382,21.71,2
423,137,1404,24.5,2
424,137,1544,7.35,1
425,137,1677,28.36,2
426,137,1779,6.97,2
427,137,1895,13.51,1
428,138,1527,22.06,1
429,138,2049,12.84,1
430,138,2138,23.47,2
431,138,2119,26.97,2
432,138,1762,15.71,3
433,139,1863,20.21,1
434,139,1413,25.59,3
435,139,2309,7.58,2
436,139,2280,15.64,1
437,139,2126,11.12,3
438,140,1431,27.06,1
439,140,1820,24.57,1
440,140,1839,9.55,3
441,141,2285,28.79,3
442,141,2023,22.97,1
443,142,1451,6.59,3
444,142,1717,18.14,1
445,142,1758,5.59,1
446,142,1930,7.46,2
447,142,2188,24.99,2
448,143,1404,24.5,3
449,143,1548,16.74,3
450,143,2142,19.46,3
451,143,2160,14.62,2
452,144,2157,17.63,1
453,144,1535,14.29,3
454,144,1873,27.38,3
455,145,1697,13.99,3
456,146,2106,18.47,2
457,146,1398,5.72,3
458,146,2366,16.5,3
459,146,1978,26.84,1
460,147,2057,6.17,1
461,147,1974,28.54,3
462,147,2195,14.11,3
463,147,2344,18.96,1
464,147,1800,5.79,3
465,148,1509,22.77,2
466,149,1433,17.91,1
467,149,2035,10.35,3
468,150,1888,11.89,3
469,150,2093,8.13,3
470,150,2206,25.89,3
471,150,2277,14.74,2
472,150,2290,25.04,1
473,151,1850,17.95,1
474,151,2151,20.83,1
475,152,1485,26.58,1
476,152,2274,23.69,3
477,152,2378,22.63,3
478,153,2000,29.45,2
479,154,2295,21.6,1
480,154,1715,24.9,3
481,154,2355,10.29,1
482,154,2312,25.98,2
483,154,2113,25.1,2
484,155,1392,25.76,2
485,155,2310,13.53,2
486,156,1649,20.37,3
487,156,2143,7.23,2
488,157,2153,19.76,2
489,157,2253,19.33,3
490,157,1597,18.99,2
491,158,1550,5.87,2
492,159,2236,19.17,1
493,159,2376,12.52,2
494,160,1467,10.92,1
495,161,1649,20.37,3
496,161,2143,7.23,2
497,162,1648,26.81,3
498,163,1753,26.03,2
499,163,2375,20.59,2
500,164,2202,13.56,3
501,164,2230,6.62,1
502,164,2232,15.92,1
503,164,2339,23.31,3
504,165,1995,29.96,2
505,165,2036,28.82,2
506,165,2167,22.77,1
507,166,1451,6.59,3
508,166,1717,18.14,1
509,166,1758,5.59,1
510,166,1930,7.46,2
511,166,2188,24.99,2
512,167,1615,24.07,2
513,168,2312,25.98,3
514,168,2263,20.34,2
515,169,1956,13.27,1
516,170,2334,27.18,2
517,171,1888,11.89,2
518,171,2074,28.85,3
519,171,1476,10.69,3
520,171,2218,17.85,2
521,171,2227,10.71,2
522,172,1645,9.99,2
523,172,2056,28.73,3
524,173,1935,16.86,3
525,174,1550,5.87,2
526,175,1908,24.92,3
527,175,1521,14.98,2
528,175,2001,13.12,1
529,176,2205,9.69,2
530,176,1397,28.53,1
531,176,1524,15.65,1
532,176,2379,22.78,1
533,177,2186,14.79,2
534,177,1657,26.42,2
535,177,1854,18.64,3
536,178,1524,15.65,2
537,178,1562,10.52,3
538,178,1830,5.77,3
539,178,2003,7.34,3
540,178,2027,15.65,3
541,179,1648,26.81,1
542,179,1815,22.2,3
543,180,1802,27.61,1
544,180,1896,23.03,2
545,180,1999,8.9,3
546,180,2308,8.95,3
547,180,2018,18.86,3
548,181,2164,15.03,1
549,182,1558,9.06,3
550,182,1790,25.18,2
551,182,2125,17.14,1
552,182,2179,18.79,1
553,183,2210,12.87,3
554,183,1810,16.81,1
555,183,1451,6.59,2
556,184,1975,25.13,3
557,185,1404,24.5,2
558,185,1544,7.35,1
559,185,1677,28.36,2
560,185,1779,6.97,2
561,185,1895,13.51,1
562,186,1485,26.58,1
563,186,2274,23.69,3
564,186,2378,22.63,3
565,187,1897,22.87,1
566,187,2287,27.82,3
567,188,2057,6.17,3
568,188,1944,5.37,3
569,188,2223,11.62,1
570,188,2253,19.33,1
571,189,1431,27.06,1
572,189,1820,24.57,1
573,189,1839,9.55,3
574,190,1887,12.6,2
575,190,1817,17.54,3
576,191,2036,28.82,1
577,191,2368,10.73,1
578,192,1524,15.65,2
579,192,1562,10.52,3
580,192,1830,5.77,3
581,192,2003,7.34,3
582,192,2027,15.65,3
583,193,2133,21.99,2
584,194,1535,14.29,3
585,194,2024,13.39,2
586,194,2046,17.07,2
587,194,2133,21.99,1
588,194,2237,7.9,2
589,195,1504,18.3,3
590,195,1572,16.27,1
591,195,2321,14.07,2
592,195,2357,19.32,2
593,196,1652,9.44,3
594,196,1395,14.47,1
595,196,1838,24.85,2
596,196,1861,29.37,1
597,196,2048,24.75,3
598,197,2255,13.08,1
599,198,2026,25.74,1
600,198,2089,29.77,3
601,198,2239,5.28,3
602,199,2273,16.95,1
603,199,2028,9.99,2
604,199,1498,13.84,2
605,199,1659,15.39,3
606,199,2244,14.78,1
607,200,1647,13.95,2
608,200,1810,16.81,3
609,200,2052,29.51,1
610,200,2228,24.33,3
611,200,2234,16.93,1
612,201,1669,20.77,3
613,201,2170,19.64,1
614,201,1416,24.48,2
615,201,1975,25.13,1
616,202,1427,21.81,3
617,202,1526,18.33,3
618,202,1739,13.93,1
619,202,1948,8.58,3
620,202,2085,23.79,2
621,203,2084,20.21,3
622,203,2133,21.99,2
623,203,2330,30.0,2
624,204,1659,15.39,1
625,204,1499,8.43,2
626,204,1902,11.85,1
627,205,1535,14.29,3
628,205,1603,27.18,1
629,206,1568,27.16,2
630,207,1406,20.72,1
631,207,1408,21.49,2
632,207,1601,11.63,1
633,207,1715,24.9,3
634,208,2118,26.14,3
635,208,1513,28.52,1
636,208,2062,19.69,3
637,209,1900,24.16,3
638,210,1473,18.01,3
639,210,1701,23.23,1
640,210,1680,9.28,3
641,210,1684,15.96,2
642,210,1617,18.47,1
643,211,1647,13.95,2
644,211,1810,16.81,3
645,211,2052,29.51,1
646,211,2228,24.33,3
647,211,2234,16.93,1
648,212,1524,15.65,2
649,212,1562,10.52,3
650,212,1830,5.77,3
651,212,2003,7.34,3
652,212,2027,15.65,3
653,213,1958,22.69,1
654,213,1622,27.29,1
655,213,1488,24.64,2
656,213,1626,29.38,3
657,213,2289,29.56,2
658,214,2000,29.45,2
659,215,1881,11.42,3
660,215,2066,27.83,1
661,215,1636,13.22,3
662,215,1584,28.18,2
663,215,1749,13.32,2
664,216,1427,21.81,1
665,216,1801,7.24,1
666,216,2264,14.66,3
667,216,2292,23.53,1
668,217,1762,15.71,2
669,217,1859,7.47,2
670,217,1890,26.7,3
671,217,1991,17.53,3
672,217,2196,7.54,1
673,218,1504,18.3,3
674,218,1572,16.27,1
675,218,2321,14.07,2
676,218,2357,19.32,2
677,219,1859,7.47,2
678,219,2340,5.89,3
679,219,1889,11.53,3
680,220,2133,21.99,2
681,221,1715,24.9,2
682,222,1832,25.7,3
683,222,1872,28.29,2
684,222,2009,21.42,2
685,222,2087,19.91,2
686,222,2131,11.78,3
687,223,2054,21.28,1
688,223,1552,16.65,2
689,223,2320,19.4,1
690,224,1981,20.87,3
691,224,1876,16.87,2
692,224,2275,25.07,1
693,224,1942,21.06,2
694,225,1396,25.56,1
695,225,1425,23.7,2
696,225,1749,13.32,2
697,226,1794,25.26,1
698,226,1816,28.8,3
699,226,1866,28.33,1
700,227,2289,29.56,3
701,227,1994,28.93,3
702,228,2379,22.78,1
703,228,1607,6.4,3
704,229,1428,24.51,3
705,229,1558,9.06,2
706,229,1709,7.38,3
707,229,1720,8.75,3
708,229,1942,21.06,1
709,230,2085,23.79,2
710,230,1415,22.85,1
711,230,1899,17.93,3
712,230,1578,26.56,3
713,230,1481,9.46,2
714,231,1950,11.35,1
715,231,2046,17.07,2
716,232,1450,20.15,2
717,233,2138,23.47,1
718,233,2117,8.73,1
719,233,1965,5.7,3
720,233,2216,19.93,1
721,234,1540,24.7,3
722,234,1957,5.67,1
723,234,1969,13.33,1
724,234,2320,19.4,2
725,235,1421,13.36,2
726,235,1469,26.16,1
727,235,1514,6.86,3
728,235,1798,8.82,2
729,235,1847,7.92,3
730,236,2338,18.28,2
731,237,1457,22.97,2
732,238,1487,27.39,1
733,239,1470,9.65,2
734,239,1539,5.89,1
735,239,1654,21.96,3
736,239,1908,24.92,1
737,239,2312,25.98,1
738,240,2353,18.13,2
739,240,1652,9.44,2
740,240,1596,18.88,3
741,240,2068,7.89,2
742,241,1513,28.52,1
743,241,1700,27.46,2
744,241,2006,27.61,2
745,241,1830,5.77,3
746,242,1950,11.35,1
747,242,2046,17.07,2
748,243,2314,29.85,3
749,243,1764,15.33,3
750,243,1803,12.55,1
751,243,2014,25.44,3
752,243,1949,10.68,3
753,244,2042,27.12,2
754,244,2271,18.4,3
755,244,2379,22.78,2
756,245,1396,25.56,1
757,245,1425,23.7,2
758,245,1749,13.32,2
759,246,1690,6.84,3
760,246,1521,14.98,2
761,246,2128,26.33,1
762,246,1922,21.7,1
763,247,2202,13.56,3
764,247,2230,6.62,1
765,247,2232,15.92,1
766,247,2339,23.31,3
767,248,1430,7.1,3
768,248,1526,18.33,2
769,248,1587,7.44,3
770,248,1727,11.9,3
771,249,1392,25.76,2
772,249,2310,13.53,2
773,250,1494,27.57,3
774,250,1501,27.34,2
775,250,2145,8.8,1
776,250,2293,8.79,1
777,251,1540,24.7,3
778,251,1957,5.67,1
779,251,1969,13.33,1
780,251,2320,19.4,2
781,252,1753,26.03,2
782,252,2375,20.59,2
783,253,1958,22.69,1
784,253,1450,20.15,3
785,253,1536,9.26,1
786,253,1748,29.44,1
787,254,1753,26.03,2
788,254,2375,20.59,2
789,255,1504,18.3,3
790,255,1572,16.27,1
791,255,2321,14.07,2
792,255,2357,19.32,2
793,256,1698,27.99,2
794,256,1449,27.9,1
795,256,1437,26.76,3
796,256,2056,28.73,3
797,256,2248,27.72,1
798,257,1729,18.87,1
799,257,1765,23.65,2
800,257,2056,28.73,3
801,257,2126,11.12,1
802,257,2382,21.71,2
803,258,1506,6.23,2
804,258,1949,10.68,2
805,258,1480,18.38,2
806,259,1938,22.38,3
807,259,2299,6.92,3
808,260,1780,5.9,1
809,260,1852,18.49,1
810,260,1882,18.08,2
811,260,1933,12.73,1
812,260,2356,27.67,3
813,261,1475,12.32,3
814,261,1807,22.88,2
815,261,2244,14.78,1
816,262,1802,27.61,3
817,262,1745,21.49,3
818,262,2044,24.48,1
819,262,1613,12.44,1
820,263,2357,19.32,1
821,263,2176,20.85,2
822,263,1840,27.3,2
823,263,2205,9.69,2
824,263,1537,25.02,1
825,264,1475,12.32,3
826,264,1807,22.88,2
827,264,2244,14.78,1
828,265,1995,29.96,2
829,265,2036,28.82,2
830,265,2167,22.77,1
831,266,1436,25.17,2
832,266,1516,26.06,2
833,266,1880,28.8,3
834,266,1997,20.85,3
835,266,2185,23.69,3
836,267,2164,15.03,1
837,268,1579,16.77,2
838,268,2213,13.61,2
839,268,1859,7.47,2
840,268,2094,10.06,1
841,269,1457,22.97,2
842,270,1779,6.97,1
843,270,1727,11.9,2
844,270,1959,14.92,3
845,270,2328,8.36,3
846,270,2269,8.43,2
847,271,1736,16.02,2
848,272,1635,26.69,1
849,272,1410,16.91,1
850,272,2082,13.42,1
851,272,1559,17.0,2
852,273,2302,16.1,2
853,273,1414,8.87,1
854,273,1754,29.55,1
855,273,2380,8.91,3
856,274,1783,26.25,2
857,275,2342,17.04,3
858,275,1990,21.68,1
859,276,2230,6.62,3
860,276,1467,10.92,2
861,276,1699,27.7,3
862,277,1512,7.32,2
863,277,1537,25.02,2
864,277,2016,15.04,2
865,278,1558,9.06,3
866,278,1790,25.18,2
867,278,2125,17.14,1
868,278,2179,18.79,1
869,279,2290,25.04,2
870,279,2004,28.14,3
871,279,2246,5.36,2
872,279,1966,17.0,3
873,280,1427,21.81,1
874,280,1801,7.24,1
875,280,2264,14.66,3
876,280,2292,23.53,1
877,281,1699,27.7,1
878,281,1795,7.86,1
879,281,1777,26.62,2
880,281,1388,19.57,2
881,281,1456,7.23,3
882,282,1571,15.28,1
883,282,1463,11.25,3
884,282,2232,15.92,2
885,282,1650,22.05,1
886,283,1568,27.16,2
887,284,2202,13.56,3
888,284,2230,6.62,1
889,284,2232,15.92,1
890,284,2339,23.31,3
891,285,1963,24.75,3
892,285,1980,23.57,3
893,285,2145,8.8,2
894,285,1653,10.41,2
895,285,1816,28.8,2
896,286,2218,17.85,1
897,286,2098,24.36,1
898,286,1506,6.23,3
899,286,1675,19.23,3
900,287,2265,28.14,2
901,287,1435,15.82,3
902,287,1563,26.75,3
903,287,2252,16.71,2
904,288,1436,25.17,2
905,288,1531,20.16,1
906,288,1998,11.92,3
907,288,2206,25.89,2
908,289,1664,23.33,2
909,289,1976,8.56,2
910,289,1745,21.49,1
911,289,1698,27.99,3
912,289,1456,7.23,1
913,290,1468,29.0,1
914,290,1847,7.92,2
915,290,2242,26.99,1
916,291,1436,25.17,2
917,291,1516,26.06,2
918,291,1880,28.8,3
919,291,1997,20.85,3
920,291,2185,23.69,3
921,292,1546,18.34,3
922,292,1556,20.5,3
923,292,2139,24.8,3
924,292,2044,24.48,2
925,293,1780,5.9,1
926,293,1852,18.49,1
927,293,1882,18.08,2
928,293,1933,12.73,1
929,293,2356,27.67,3
930,294,2104,16.74,3
931,294,1665,25.87,2
932,294,1690,6.84,3
933,294,2021,9.81,3
934,295,2266,25.68,3
935,295,2341,28.95,3
936,296,1388,19.57,3
937,296,1690,6.84,2
938,296,2298,27.59,3
939,296,2055,18.79,3
940,296,2275,25.07,1
941,297,1503,19.21,2
942,297,1772,20.54,2
943,297,2365,10.64,3
944,297,2311,10.2,2
945,297,1829,8.99,2
946,298,1390,10.81,1
947,298,1504,18.3,3
948,298,1641,23.3,1
949,298,1766,14.22,2
950,299,1902,11.85,2
951,299,1440,21.37,3
952,299,1512,7.32,3
953,299,2364,28.64,1
954,299,2355,10.29,2
955,300,2041,18.42,1
956,301,2084,20.21,1
957,301,1469,26.16,2
958,301,1864,11.6,2
959,301,1974,28.54,1
960,301,1842,15.82,1
961,302,1509,22.77,2
962,303,2236,19.17,1
963,303,2376,12.52,2
964,304,1568,27.16,2
965,305,1886,16.71,3
966,305,2298,27.59,1
967,306,1843,6.86,2
968,306,2121,25.63,2
969,306,2083,16.96,3
970,307,2033,5.83,1
971,307,1644,24.37,2
972,307,1417,20.72,2
973,308,1406,20.72,1
974,308,1408,21.49,2
975,308,1558,9.06,2
976,308,1601,11.63,1
977,308,1715,24.9,3
978,308,2093,8.13,3
979,308,2355,10.29,1
980,308,2356,27.67,3
981,309,1866,28.33,2
982,309,2185,23.69,1
983,309,1755,24.57,2
984,309,1525,16.76,3
985,309,2078,29.05,2
986,310,1860,19.44,3
987,310,1505,5.72,2
988,311,2326,8.23,3
989,311,2273,16.95,1
990,312,2214,18.19,1
991,312,2291,13.51,3
992,312,2189,12.04,2
993,312,1918,22.68,2
994,313,1429,16.93,2
995,313,1515,9.18,2
996,313,1517,21.04,1
997,313,1564,12.41,1
998,313,1618,6.45,3
999,313,1662,9.39,2
1000,313,2305,15.56,1
1001,313,2318,21.16,3
1002,313,2345,22.75,3
1003,314,1524,15.65,2
1004,314,1551,14.91,2
1005,314,1562,10.52,3
1006,314,1830,5.77,3
1007,314,2003,7.34,3
1008,314,2027,15.65,3
1009,314,2136,15.48,1
1010,315,1530,11.83,2
1011,315,1636,13.22,1
1012,315,1715,24.9,2
1013,316,1503,19.21,1
1014,316,1530,11.83,1
1015,316,1733,12.76,1
1016,316,2233,23.61,1
1017,317,1743,9.78,2
1018,318,1790,25.18,3
1019,318,2292,23.53,1
1020,318,1967,5.11,2
1021,318,2094,10.06,2
1022,318,1641,23.3,3
1023,319,1610,10.16,3
1024,320,1435,15.82,1
1025,320,1783,26.25,2
1026,320,1863,20.21,1
1027,320,1882,18.08,2
1028,320,1895,13.51,1
1029,320,2339,23.31,3
1030,321,1535,14.29,3
1031,321,2024,13.39,2
1032,321,2035,10.35,3
1033,321,2046,17.07,2
1034,321,2133,21.99,1
1035,321,2200,27.96,3
1036,321,2214,18.19,3
1037,321,2237,7.9,2
1038,322,1449,27.9,1
1039,322,1662,9.39,2
1040,322,1986,27.3,2
1041,323,1757,28.13,3
1042,323,1832,25.7,3
1043,323,1872,28.29,2
1044,323,2009,21.42,2
1045,323,2087,19.91,2
1046,323,2131,11.78,3
1047,324,1729,18.87,2
1048,324,2316,27.93,2
1049,325,1528,25.34,1
1050,325,1935,16.86,2
1051,325,1945,25.7,2
1052,325,1977,21.25,3
1053,325,1998,11.92,2
1054,325,2165,9.6,2
1055,325,2280,15.64,2
1056,326,1494,27.57,3
1057,326,1500,7.78,3
1058,326,1501,27.34,2
1059,326,2145,8.8,1
1060,326,2235,21.4,2
1061,326,2293,8.79,1
1062,327,1581,26.45,2
1063,327,1631,16.42,2
1064,327,1799,9.05,3
1065,327,1871,29.49,2
1066,327,1960,28.34,2
1067,327,2178,27.73,3
1068,327,2243,17.69,1
1069,327,2297,26.98,1
1070,328,1558,9.06,3
1071,328,1721,20.77,2
1072,328,1780,5.9,1
