antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Breakfast Burrito'}),frozenset({'Aloo Paratha'}),0.09408825978351373,0.13322231473771856,0.01582014987510408,0.16814159292035402,1.2621128318584074,1.0,0.003285494117100588,1.0419774301557214,0.22924729102167204,0.07480314960629922,0.04028631421454869,0.14344579646017702
frozenset({'Aloo Paratha'}),frozenset({'Breakfast Burrito'}),0.13322231473771856,0.09408825978351373,0.01582014987510408,0.11875000000000002,1.2621128318584074,1.0,0.003285494117100588,1.0279849534371475,0.23959755296021054,0.07480314960629922,0.02722311580882356,0.14344579646017702
frozenset({'Chicken Biryani'}),frozenset({'Aloo Paratha'}),0.12822647793505412,0.13322231473771856,0.020815986677768527,0.16233766233766234,1.218547077922078,1.0,0.003733358476595623,1.034757856824739,0.20573065902578808,0.08650519031141869,0.03359032897937798,0.15929383116883117
frozenset({'Aloo Paratha'}),frozenset({'Chicken Biryani'}),0.13322231473771856,0.12822647793505412,0.020815986677768527,0.15625,1.218547077922078,1.0,0.003733358476595623,1.033213063188084,0.20691642651296843,0.08650519031141869,0.03214541547277937,0.15929383116883117
frozenset({'Chicken Tandoori'}),frozenset({'Aloo Paratha'}),0.08326394671107411,0.13322231473771856,0.012489592006661115,0.15,1.1259375,1.0,0.0013969762916137742,1.0197384532497429,0.12201029367241897,0.06122448979591836,0.01935638808837656,0.121875
frozenset({'Aloo Paratha'}),frozenset({'Chicken Tandoori'}),0.13322231473771856,0.08326394671107411,0.012489592006661115,0.09375,1.1259375,1.0,0.0013969762916137742,1.011570817422263,0.12904258725584372,0.06122448979591836,0.01143846503178928,0.121875
frozenset({'Dal Makhani'}),frozenset({'Aloo Paratha'}),0.10491257285595337,0.13322231473771856,0.01665278934221482,0.15873015873015872,1.191468253968254,1.0,0.00267609354125517,1.030320644745731,0.17953488372093016,0.07518796992481203,0.02942835795861732,0.14186507936507936
frozenset({'Aloo Paratha'}),frozenset({'Dal Makhani'}),0.13322231473771856,0.10491257285595337,0.01665278934221482,0.125,1.191468253968254,1.0,0.00267609354125517,1.0229570595931963,0.18539865513928908,0.07518796992481203,0.022441860465116276,0.14186507936507936
frozenset({'Fish Masala Curry'}),frozenset({'Aloo Paratha'}),0.11490424646128226,0.13322231473771856,0.026644462947543714,0.2318840579710145,1.7405797101449276,1.0,0.011336653260778384,1.1284464204358005,0.4807149576669803,0.12030075187969926,0.11382589204917234,0.21594202898550724
frozenset({'Aloo Paratha'}),frozenset({'Fish Masala Curry'}),0.13322231473771856,0.11490424646128226,0.026644462947543714,0.2,1.7405797101449276,1.0,0.011336653260778384,1.1063696919233972,0.49087415946205565,0.12030075187969926,0.09614299153339606,0.21594202898550724
frozenset({'Four-Cheese Pizza'}),frozenset({'Aloo Paratha'}),0.1357202331390508,0.13322231473771856,0.03663613655287261,0.26993865030674846,2.0262269938650306,1.0,0.018555172937345443,1.1872669134264864,0.5860045542126467,0.15770609318996417,0.15772941308204122,0.27246932515337424
frozenset({'Aloo Paratha'}),frozenset({'Four-Cheese Pizza'}),0.13322231473771856,0.1357202331390508,0.03663613655287261,0.275,2.0262269938650306,1.0,0.018555172937345443,1.1921100232564816,0.5843157802811981,0.15770609318996417,0.16115125240847786,0.27246932515337424
frozenset({'French Toast'}),frozenset({'Aloo Paratha'}),0.10824313072439634,0.13322231473771856,0.03413821815154038,0.3153846153846154,2.367355769230769,1.0,0.019717817721978836,1.2660797649898494,0.6476964769647695,0.1646586345381526,0.21016034877706347,0.28581730769230773
frozenset({'Aloo Paratha'}),frozenset({'French Toast'}),0.13322231473771856,0.10824313072439634,0.03413821815154038,0.25625000000000003,2.3673557692307696,1.0,0.019717817721978836,1.1990008326394672,0.6663620814882499,0.1646586345381526,0.16597222222222224,0.28581730769230773
frozenset({'Grilled Chicken Breast'}),frozenset({'Aloo Paratha'}),0.14238134887593673,0.13322231473771856,0.019983347210657785,0.14035087719298245,1.0535087719298246,1.0,0.0010149743379268307,1.0082924093867356,0.05922330097087373,0.07817589576547232,0.00822421086337361,0.14517543859649124
frozenset({'Aloo Paratha'}),frozenset({'Grilled Chicken Breast'}),0.13322231473771856,0.14238134887593673,0.019983347210657785,0.15,1.0535087719298244,1.0,0.0010149743379268307,1.0089631189694863,0.058597502401536924,0.07817589576547232,0.008883495145631047,0.14517543859649124
frozenset({'Iced Caramel Latte'}),frozenset({'Aloo Paratha'}),0.05245628642797669,0.13322231473771856,0.01498751040799334,0.2857142857142857,2.1446428571428573,1.0,0.007999162507513514,1.2134887593671941,0.5632688927943762,0.08780487804878051,0.17592973788939203,0.19910714285714287
frozenset({'Aloo Paratha'}),frozenset({'Iced Caramel Latte'}),0.13322231473771856,0.05245628642797669,0.01498751040799334,0.11250000000000002,2.1446428571428573,1.0,0.007999162507513514,1.0676548885318573,0.6157540826128722,0.08780487804878051,0.06336775043936733,0.19910714285714287
frozenset({'Korean BBQ Short Ribs'}),frozenset({'Aloo Paratha'}),0.13322231473771856,0.13322231473771856,0.03413821815154038,0.25625000000000003,1.9234765625000003,1.0,0.01639003300746464,1.1654153751425635,0.5538998617651882,0.14695340501792115,0.14193683957732953,0.25625000000000003
frozenset({'Aloo Paratha'}),frozenset({'Korean BBQ Short Ribs'}),0.13322231473771856,0.13322231473771856,0.03413821815154038,0.25625000000000003,1.9234765625000003,1.0,0.01639003300746464,1.1654153751425635,0.5538998617651882,0.14695340501792115,0.14193683957732953,0.25625000000000003
frozenset({'Margherita Pizza'}),frozenset({'Aloo Paratha'}),0.0749375520399667,0.13322231473771856,0.014154870940882597,0.18888888888888886,1.417847222222222,1.0,0.004171516797339989,1.0686300229261005,0.31857891671520083,0.07296137339055794,0.0642224356921763,0.14756944444444442
frozenset({'Aloo Paratha'}),frozenset({'Margherita Pizza'}),0.13322231473771856,0.0749375520399667,0.014154870940882597,0.10625,1.417847222222222,1.0,0.004171516797339989,1.0350349068084288,0.340001130135051,0.07296137339055794,0.03384900990099009,0.14756944444444442
frozenset({'Mediterranean Olive Pizza'}),frozenset({'Aloo Paratha'}),0.08825978351373855,0.13322231473771856,0.028309741881765195,0.32075471698113206,2.4076650943396225,1.0,0.016551569223815014,1.2760893699694698,0.6412570507655116,0.14655172413793105,0.2163558262193464,0.266627358490566
frozenset({'Aloo Paratha'}),frozenset({'Mediterranean Olive Pizza'}),0.13322231473771856,0.08825978351373855,0.028309741881765195,0.2125,2.4076650943396225,1.0,0.016551569223815014,1.1577653542682687,0.67452110527208,0.14655172413793105,0.13626712328767124,0.266627358490566
frozenset({'Mushroom Alfredo Pizza'}),frozenset({'Aloo Paratha'}),0.09908409658617819,0.13322231473771856,0.027477102414654453,0.27731092436974786,2.0815651260504198,1.0,0.014276889713748117,1.1993784249559476,0.5767378031703355,0.13414634146341464,0.1662347936292672,0.24178046218487392
frozenset({'Aloo Paratha'}),frozenset({'Mushroom Alfredo Pizza'}),0.13322231473771856,0.09908409658617819,0.027477102414654453,0.20625,2.08156512605042,1.0,0.014276889713748117,1.1350121617811928,0.5994527406631153,0.13414634146341464,0.11895217190388169,0.24178046218487392
frozenset({'Omelette with Cheese'}),frozenset({'Aloo Paratha'}),0.08825978351373855,0.13322231473771856,0.018318068276436304,0.2075471698113208,1.5579009433962268,1.0,0.006559895618486123,1.09379088854526,0.39277708592777094,0.09016393442622953,0.08574846392257086,0.1725235849056604
frozenset({'Aloo Paratha'}),frozenset({'Omelette with Cheese'}),0.13322231473771856,0.08825978351373855,0.018318068276436304,0.1375,1.5579009433962265,1.0,0.006559895618486123,1.0570901060710278,0.41315168980875033,0.09016393442622953,0.05400684931506851,0.1725235849056604
frozenset({'Paneer Tikka Masala'}),frozenset({'Aloo Paratha'}),0.11074104912572856,0.13322231473771856,0.026644462947543714,0.2406015037593985,1.8060150375939852,1.0,0.011891284046530752,1.1414003182166677,0.5018726591760301,0.12260536398467434,0.12388319501924842,0.22030075187969927
frozenset({'Aloo Paratha'}),frozenset({'Paneer Tikka Masala'}),0.13322231473771856,0.11074104912572856,0.026644462947543714,0.2,1.806015037593985,1.0,0.011891284046530752,1.1115736885928391,0.5148895292987512,0.12260536398467434,0.100374531835206,0.22030075187969927
frozenset({'Paratha with Omelette'}),frozenset({'Aloo Paratha'}),0.12489592006661115,0.13322231473771856,0.030807660283097418,0.24666666666666667,1.8515416666666669,1.0,0.014168736710526406,1.150589847693294,0.5255483837786407,0.13553113553113552,0.13088056356067884,0.23895833333333333
frozenset({'Aloo Paratha'}),frozenset({'Paratha with Omelette'}),0.13322231473771856,0.12489592006661115,0.030807660283097418,0.23125,1.8515416666666669,1.0,0.014168736710526406,1.1383467706450587,0.5305968793000493,0.13553113553113552,0.12153306374881066,0.23895833333333333
frozenset({'Peach Iced Tea'}),frozenset({'Aloo Paratha'}),0.049125728559533725,0.13322231473771856,0.010824313072439634,0.22033898305084745,1.6539194915254238,1.0,0.004279669800561703,1.1117365963146653,0.41580223629260404,0.06310679611650485,0.10050635796740422,0.15079449152542374
frozenset({'Aloo Paratha'}),frozenset({'Peach Iced Tea'}),0.13322231473771856,0.049125728559533725,0.010824313072439634,0.08125000000000002,1.653919491525424,1.0,0.004279669800561703,1.0349651934045891,0.45614424000591147,0.06310679611650485,0.03378393169877409,0.15079449152542374
frozenset({'Pepperoni Pizza'}),frozenset({'Aloo Paratha'}),0.07577019150707744,0.13322231473771856,0.02414654454621149,0.3186813186813187,2.3921016483516486,1.0,0.014052264245518411,1.2722059574010904,0.6296675986331158,0.13063063063063066,0.21396374998680479,0.24996565934065937
frozenset({'Aloo Paratha'}),frozenset({'Pepperoni Pizza'}),0.13322231473771856,0.07577019150707744,0.02414654454621149,0.18125000000000002,2.3921016483516486,1.0,0.014052264245518411,1.1288303004493712,0.6714034913379046,0.13063063063063066,0.11412725225225227,0.24996565934065937
frozenset({'Scrambled Eggs Meal'}),frozenset({'Aloo Paratha'}),0.06078268109908409,0.13322231473771856,0.01498751040799334,0.24657534246575344,1.850856164383562,1.0,0.006889900936008782,1.1504503822572099,0.48946020488573694,0.08372093023255815,0.1307752029792218,0.17953767123287673
frozenset({'Aloo Paratha'}),frozenset({'Scrambled Eggs Meal'}),0.13322231473771856,0.06078268109908409,0.01498751040799334,0.11250000000000002,1.850856164383562,1.0,0.006889900936008782,1.0582730353813137,0.5303661009712884,0.08372093023255815,0.05506427304964542,0.17953767123287673
frozenset({'Smoked Beef Ribs'}),frozenset({'Aloo Paratha'}),0.16902581182348042,0.13322231473771856,0.03413821815154038,0.2019704433497537,1.5160406403940887,1.0,0.011620208249994282,1.0861473463471798,0.40962412630138334,0.12732919254658387,0.07931460371090701,0.22911022167487688
frozenset({'Aloo Paratha'}),frozenset({'Smoked Beef Ribs'}),0.13322231473771856,0.16902581182348042,0.03413821815154038,0.25625000000000003,1.516040640394089,1.0,0.011620208249994282,1.1172762193970012,0.3927040134954664,0.12732919254658387,0.10496618236472952,0.22911022167487688
frozenset({'Smoked Sausage Combo'}),frozenset({'Aloo Paratha'}),0.16402997502081598,0.13322231473771856,0.03330557868442964,0.20304568527918782,1.5241116751269037,1.0,0.01145312572578638,1.0876127643099964,0.4113545816733068,0.1261829652996845,0.08055510856897653,0.2265228426395939
frozenset({'Aloo Paratha'}),frozenset({'Smoked Sausage Combo'}),0.13322231473771856,0.16402997502081598,0.03330557868442964,0.25,1.5241116751269035,1.0,0.01145312572578638,1.1146266999722454,0.39673390970220945,0.1261829652996845,0.1028386454183267,0.2265228426395939
frozenset({'Strawberry Milkshake'}),frozenset({'Aloo Paratha'}),0.051623646960865945,0.13322231473771856,0.01498751040799334,0.2903225806451613,2.1792338709677423,1.0,0.008110088664663988,1.221368556505942,0.5705784801482783,0.08823529411764708,0.18124632022558956,0.20141129032258065
frozenset({'Aloo Paratha'}),frozenset({'Strawberry Milkshake'}),0.13322231473771856,0.051623646960865945,0.01498751040799334,0.11250000000000002,2.1792338709677423,1.0,0.008110088664663988,1.0685930738469116,0.6242928807770307,0.08823529411764708,0.06419007901668132,0.20141129032258065
frozenset({'Tandoori Chicken Pizza'}),frozenset({'Aloo Paratha'}),0.10241465445462115,0.13322231473771856,0.02997502081598668,0.2926829268292683,2.196951219512195,1.0,0.016331103486478447,1.225444313646674,0.6069882498453927,0.14574898785425103,0.18396944776364188,0.25884146341463415
frozenset({'Aloo Paratha'}),frozenset({'Tandoori Chicken Pizza'}),0.13322231473771856,0.10241465445462115,0.02997502081598668,0.22500000000000003,2.1969512195121954,1.0,0.016331103486478447,1.1581746394133923,0.6285622798591097,0.14574898785425103,0.13657235621521338,0.25884146341463415
frozenset({'Turkey Bacon & Eggs'}),frozenset({'Aloo Paratha'}),0.10990840965861781,0.13322231473771856,0.02331390507910075,0.21212121212121213,1.5922348484848485,1.0,0.008671652335238261,1.100140908217511,0.417880529199519,0.10606060606060606,0.0910255290658749,0.19356060606060607
frozenset({'Aloo Paratha'}),frozenset({'Turkey Bacon & Eggs'}),0.13322231473771856,0.10990840965861781,0.02331390507910075,0.17500000000000002,1.5922348484848488,1.0,0.008671652335238261,1.0788988973834936,0.4291203513105531,0.10606060606060606,0.07312909260991583,0.19356060606060607
frozenset({'Veggie Supreme Pizza'}),frozenset({'Aloo Paratha'}),0.11323896752706078,0.13322231473771856,0.01665278934221482,0.14705882352941177,1.1038602941176472,1.0,0.0015668319697504374,1.0162221137557783,0.10610328638497656,0.07246376811594203,0.015963157597332894,0.1360294117647059
frozenset({'Aloo Paratha'}),frozenset({'Veggie Supreme Pizza'}),0.13322231473771856,0.11323896752706078,0.01665278934221482,0.125,1.1038602941176472,1.0,0.0015668319697504374,1.0134411799690735,0.10854947166186361,0.07246376811594203,0.013262910798122068,0.1360294117647059
frozenset({'BBQ Chicken Pizza'}),frozenset({'Avocado Toast'}),0.10324729392173189,0.09658617818484597,0.018318068276436304,0.1774193548387097,1.8369021134593992,1.0,0.008345806748608743,1.0982677833831285,0.5080611125179371,0.10091743119266056,0.08947524899658095,0.1835372636262514
frozenset({'Avocado Toast'}),frozenset({'BBQ Chicken Pizza'}),0.09658617818484597,0.10324729392173189,0.018318068276436304,0.1896551724137931,1.8369021134593992,1.0,0.008345806748608743,1.1066309989902032,0.5043150397989107,0.10091743119266056,0.09635641789133288,0.1835372636262514
frozenset({'Avocado Toast'}),frozenset({'BBQ Lamb Chops'}),0.09658617818484597,0.16319733555370525,0.018318068276436304,0.1896551724137931,1.162121745249824,1.0,0.002555461345354032,1.0326500965507468,0.15441977377461252,0.07586206896551724,0.031617773202950755,0.1509500351864884
frozenset({'BBQ Lamb Chops'}),frozenset({'Avocado Toast'}),0.16319733555370525,0.09658617818484597,0.018318068276436304,0.11224489795918367,1.162121745249824,1.0,0.002555461345354032,1.0176385579067253,0.1667118950701041,0.07586206896551724,0.017332831750211598,0.1509500351864884
frozenset({'Avocado Toast'}),frozenset({'Barbeque Chicken Tikka'}),0.09658617818484597,0.1115736885928393,0.019983347210657785,0.20689655172413793,1.85434894493052,1.0,0.009206871043489292,1.1201896969916374,0.5099846390168971,0.10619469026548671,0.10729405681414214,0.19300051466803914
frozenset({'Barbeque Chicken Tikka'}),frozenset({'Avocado Toast'}),0.1115736885928393,0.09658617818484597,0.019983347210657785,0.17910447761194032,1.85434894493052,1.0,0.009206871043489292,1.1005222920293696,0.5185879412683536,0.10619469026548671,0.09134053236123531,0.19300051466803914
frozenset({'Beef Steak Ribeye'}),frozenset({'Avocado Toast'}),0.12489592006661115,0.09658617818484597,0.01582014987510408,0.12666666666666668,1.3114367816091954,1.0,0.003756930284990098,1.0344433074219321,0.27137062446792537,0.07692307692307693,0.033296466973886336,0.14522988505747128
frozenset({'Avocado Toast'}),frozenset({'Beef Steak Ribeye'}),0.09658617818484597,0.12489592006661115,0.01582014987510408,0.16379310344827588,1.3114367816091956,1.0,0.003756930284990098,1.0465162193017847,0.2628668445306816,0.07692307692307693,0.04444863676629813,0.14522988505747128
frozenset({'Avocado Toast'}),frozenset({'Butter Chicken'}),0.09658617818484597,0.10741049125728559,0.013322231473771857,0.13793103448275862,1.2841486233627373,1.0,0.0029478626262738304,1.0354038301415487,0.2449308755760368,0.06986899563318777,0.0341932578486876,0.1309810211173483
frozenset({'Butter Chicken'}),frozenset({'Avocado Toast'}),0.10741049125728559,0.09658617818484597,0.013322231473771857,0.124031007751938,1.2841486233627373,1.0,0.0029478626262738304,1.0313308231341138,0.24790111940298504,0.06986899563318777,0.030379023327260394,0.1309810211173483
frozenset({'Avocado Toast'}),frozenset({'Chicken Biryani'}),0.09658617818484597,0.12822647793505412,0.01665278934221482,0.17241379310344826,1.3446036721898789,1.0,0.004267883896364464,1.0533930058284762,0.2836866359447004,0.07999999999999999,0.05068669103843492,0.15114196148678904
frozenset({'Chicken Biryani'}),frozenset({'Avocado Toast'}),0.12822647793505412,0.09658617818484597,0.01665278934221482,0.12987012987012986,1.3446036721898789,1.0,0.004267883896364464,1.0382517056681622,0.2939828080229226,0.07999999999999999,0.03684242025255848,0.15114196148678904
frozenset({'Avocado Toast'}),frozenset({'Chicken Tandoori'}),0.09658617818484597,0.08326394671107411,0.010824313072439634,0.11206896551724138,1.3459482758620689,1.0,0.002782166679030312,1.032440603704033,0.28450903934774907,0.06403940886699508,0.03142127846158664,0.12103448275862069
frozenset({'Chicken Tandoori'}),frozenset({'Avocado Toast'}),0.08326394671107411,0.09658617818484597,0.010824313072439634,0.13,1.3459482758620689,1.0,0.002782166679030312,1.0384066917415564,0.28037448473415777,0.06403940886699508,0.036986175115207374,0.12103448275862069
frozenset({'Avocado Toast'}),frozenset({'Dal Makhani'}),0.09658617818484597,0.10491257285595337,0.017485428809325562,0.1810344827586207,1.7255747126436782,1.0,0.007352324353629815,1.0929488584074674,0.4654377880184331,0.09502262443438915,0.08504410585404971,0.17385057471264367
frozenset({'Dal Makhani'}),frozenset({'Avocado Toast'}),0.10491257285595337,0.09658617818484597,0.017485428809325562,0.16666666666666666,1.725574712643678,1.0,0.007352324353629815,1.0840965861781848,0.46976744186046504,0.09502262443438915,0.07757296466973884,0.17385057471264367
frozenset({'Fish Masala Curry'}),frozenset({'Avocado Toast'}),0.11490424646128226,0.09658617818484597,0.011656952539550375,0.10144927536231885,1.0503498250874563,1.0,0.0005587905166455093,1.00541215653622,0.054159387179142544,0.058333333333333334,0.005383022774327124,0.11106946526736632
frozenset({'Avocado Toast'}),frozenset({'Fish Masala Curry'}),0.09658617818484597,0.11490424646128226,0.011656952539550375,0.12068965517241378,1.0503498250874561,1.0,0.0005587905166455093,1.006579484416581,0.05306122448979587,0.058333333333333334,0.006536477762999959,0.11106946526736632
frozenset({'Avocado Toast'}),frozenset({'French Toast'}),0.09658617818484597,0.10824313072439634,0.019150707743547043,0.1982758620689655,1.8317639257294427,1.0,0.008695917432114923,1.1122988907093552,0.5026247245041073,0.10313901345291479,0.1009610740848063,0.1875994694960212
frozenset({'French Toast'}),frozenset({'Avocado Toast'}),0.10824313072439634,0.09658617818484597,0.019150707743547043,0.1769230769230769,1.8317639257294427,1.0,0.008695917432114923,1.097605577906262,0.5091949823407622,0.10313901345291479,0.08892591279688052,0.1875994694960212
frozenset({'Granola Yogurt Bowl'}),frozenset({'Avocado Toast'}),0.11323896752706078,0.09658617818484597,0.02164862614487927,0.1911764705882353,1.9793356997971603,1.0,0.01071130704984259,1.116947997880554,0.5579631635969664,0.11504424778761063,0.10470317159121714,0.20765720081135902
frozenset({'Avocado Toast'}),frozenset({'Granola Yogurt Bowl'}),0.09658617818484597,0.11323896752706078,0.02164862614487927,0.22413793103448276,1.9793356997971603,1.0,0.01071130704984259,1.1429364418540107,0.5476781283232895,0.11504424778761063,0.12506070908207867,0.20765720081135902
frozenset({'Avocado Toast'}),frozenset({'Grilled Chicken Breast'}),0.09658617818484597,0.14238134887593673,0.01665278934221482,0.17241379310344826,1.2109296229078441,1.0,0.0029007190094848777,1.0362892034415765,0.19281105990783395,0.07490636704119849,0.035018413123535284,0.1446864287154668
frozenset({'Grilled Chicken Breast'}),frozenset({'Avocado Toast'}),0.14238134887593673,0.09658617818484597,0.01665278934221482,0.11695906432748536,1.2109296229078441,1.0,0.0029007190094848777,1.0230712816582208,0.2031067961165047,0.07490636704119849,0.022551001158810976,0.1446864287154668
frozenset({'Avocado Toast'}),frozenset({'Grilled Prawns'}),0.09658617818484597,0.10824313072439634,0.01498751040799334,0.15517241379310345,1.433554376657825,1.0,0.00453272009656122,1.0555489473058166,0.3347670250896057,0.07894736842105263,0.05262564796033355,0.14681697612732098
frozenset({'Grilled Prawns'}),frozenset({'Avocado Toast'}),0.10824313072439634,0.09658617818484597,0.01498751040799334,0.13846153846153847,1.433554376657825,1.0,0.00453272009656122,1.0486053288925894,0.33914306463326066,0.07894736842105263,0.046352357320099256,0.14681697612732098
frozenset({'Avocado Toast'}),frozenset({'Hawaiian Pizza'}),0.09658617818484597,0.10574521232306411,0.01665278934221482,0.17241379310344826,1.6304642954113493,1.0,0.0064392634225849815,1.0805578684429642,0.4280184331797235,0.08968609865470852,0.07455210942015025,0.16494705403203908
frozenset({'Hawaiian Pizza'}),frozenset({'Avocado Toast'}),0.10574521232306411,0.09658617818484597,0.01665278934221482,0.15748031496062992,1.6304642954113493,1.0,0.0064392634225849815,1.0722762184161174,0.43240223463687155,0.08968609865470852,0.06740447766609818,0.16494705403203908
frozenset({'Avocado Toast'}),frozenset({'Korean BBQ Short Ribs'}),0.09658617818484597,0.13322231473771856,0.017485428809325562,0.1810344827586207,1.3588900862068967,1.0,0.0046179945798706466,1.0583811735834174,0.2923414527101163,0.08235294117647059,0.05516082016628574,0.15614224137931035
frozenset({'Korean BBQ Short Ribs'}),frozenset({'Avocado Toast'}),0.13322231473771856,0.09658617818484597,0.017485428809325562,0.13125,1.3588900862068964,1.0,0.0046179945798706466,1.0399008020893858,0.3046978637756736,0.08235294117647059,0.038369815668202766,0.15614224137931035
frozenset({'Avocado Toast'}),frozenset({'Mango Smoothie'}),0.09658617818484597,0.06328059950041633,0.013322231473771857,0.13793103448275862,2.1796733212341195,1.0,0.007210200214780771,1.0865945045795171,0.5990783410138248,0.09090909090909088,0.0796934865900383,0.17422867513611615
frozenset({'Mango Smoothie'}),frozenset({'Avocado Toast'}),0.06328059950041633,0.09658617818484597,0.013322231473771857,0.21052631578947367,2.1796733212341195,1.0,0.007210200214780771,1.1443241742991952,0.5777777777777777,0.09090909090909088,0.12612175600291048,0.17422867513611615
frozenset({'Avocado Toast'}),frozenset({'Mediterranean Olive Pizza'}),0.09658617818484597,0.08825978351373855,0.012489592006661115,0.1293103448275862,1.465110605074821,1.0,0.0039649168296472335,1.0471471793307556,0.3513978494623656,0.07246376811594202,0.04502440560541646,0.13540988939492515
frozenset({'Mediterranean Olive Pizza'}),frozenset({'Avocado Toast'}),0.08825978351373855,0.09658617818484597,0.012489592006661115,0.14150943396226415,1.465110605074821,1.0,0.0039649168296472335,1.0523281880484212,0.3481887366818874,0.07246376811594202,0.04972611077297625,0.13540988939492515
frozenset({'Avocado Toast'}),frozenset({'Mushroom Alfredo Pizza'}),0.09658617818484597,0.09908409658617819,0.02164862614487927,0.22413793103448276,2.262097942625326,1.0,0.012078471936722174,1.1611804977333704,0.6175824175824175,0.1244019138755981,0.13880744470648226,0.22131266299623298
frozenset({'Mushroom Alfredo Pizza'}),frozenset({'Avocado Toast'}),0.09908409658617819,0.09658617818484597,0.02164862614487927,0.21848739495798322,2.262097942625326,1.0,0.012078471936722174,1.1559811268387454,0.6192947533058438,0.1244019138755981,0.1349339735894358,0.22131266299623298
frozenset({'Avocado Toast'}),frozenset({'Naan Garlic Bread'}),0.09658617818484597,0.1015820149875104,0.02331390507910075,0.24137931034482757,2.376201243640475,1.0,0.013502486479141377,1.184278252971009,0.6410796576695195,0.13333333333333333,0.15560384775174968,0.2354437535330695
frozenset({'Naan Garlic Bread'}),frozenset({'Avocado Toast'}),0.1015820149875104,0.09658617818484597,0.02331390507910075,0.22950819672131148,2.376201243640475,1.0,0.013502486479141377,1.1725158112920084,0.6446445121143917,0.13333333333333333,0.14713303618644707,0.2354437535330695
frozenset({'Paneer Tikka Masala'}),frozenset({'Avocado Toast'}),0.11074104912572856,0.09658617818484597,0.020815986677768527,0.1879699248120301,1.9461368939590356,1.0,0.010119931974534127,1.1125373916797732,0.5467041198501873,0.11160714285714286,0.10115380617442224,0.2017435830956702
frozenset({'Avocado Toast'}),frozenset({'Paneer Tikka Masala'}),0.09658617818484597,0.11074104912572856,0.020815986677768527,0.21551724137931033,1.9461368939590353,1.0,0.010119931974534127,1.133560860455115,0.5381382488479263,0.11160714285714286,0.11782416376081621,0.2017435830956702
