id,user_id,total_price,created_at
92,92,251.68,2025-12-08 04:14:35.298099+00:00
93,106,59.14,2025-12-08 04:14:35.340950+00:00
94,37,99.61,2025-12-08 04:14:35.363273+00:00
95,43,49.80,2025-12-08 04:14:35.382418+00:00
96,79,115.15,2025-12-08 04:14:35.399820+00:00
97,70,90.66,2025-12-08 04:14:35.433837+00:00
98,58,18.28,2025-12-08 04:14:35.495562+00:00
99,74,105.86,2025-12-08 04:14:35.528814+00:00
100,11,131.90,2025-12-08 04:14:35.556952+00:00
101,49,90.99,2025-12-08 04:14:35.598457+00:00
102,88,32.04,2025-12-08 04:14:35.618684+00:00
103,74,58.90,2025-12-08 04:14:35.660277+00:00
104,25,197.32,2025-12-08 04:14:35.705961+00:00
105,79,93.31,2025-12-08 04:14:35.751961+00:00
106,58,28.08,2025-12-08 04:14:35.782745+00:00
107,45,20.38,2025-12-08 04:14:35.790863+00:00
108,17,48.14,2025-12-08 04:14:35.799665+00:00
109,96,186.59,2025-12-08 04:14:35.813288+00:00
110,93,185.56,2025-12-08 04:14:35.835425+00:00
111,13,46.29,2025-12-08 04:14:35.845365+00:00
112,84,108.40,2025-12-08 04:14:35.856072+00:00
113,96,186.59,2025-12-08 04:14:35.883829+00:00
114,27,99.76,2025-12-08 04:14:35.913518+00:00
115,88,67.51,2025-12-08 04:14:35.931855+00:00
116,21,129.35,2025-12-08 04:14:35.939858+00:00
117,50,239.61,2025-12-08 04:14:35.947211+00:00
118,8,137.95,2025-12-08 04:14:35.957827+00:00
119,32,183.53,2025-12-08 04:14:35.976100+00:00
120,48,202.69,2025-12-08 04:14:35.993814+00:00
121,53,112.02,2025-12-08 04:14:36.003408+00:00
122,104,42.33,2025-12-08 04:14:36.010775+00:00
123,19,75.39,2025-12-08 04:14:36.017987+00:00
124,37,100.19,2025-12-08 04:14:36.025619+00:00
125,86,13.94,2025-12-08 04:14:36.035381+00:00
126,89,60.92,2025-12-08 04:14:36.049101+00:00
127,31,95.62,2025-12-08 04:14:36.060520+00:00
128,65,141.73,2025-12-08 04:14:36.088520+00:00
129,96,65.01,2025-12-08 04:14:36.104035+00:00
130,41,14.47,2025-12-08 04:14:36.111610+00:00
131,45,140.33,2025-12-08 04:14:36.123480+00:00
132,41,49.80,2025-12-08 04:14:36.135685+00:00
133,23,107.53,2025-12-08 04:14:36.142631+00:00
134,32,183.53,2025-12-08 04:14:36.164246+00:00
135,58,96.07,2025-12-08 04:14:36.191999+00:00
136,38,206.90,2025-12-08 04:14:36.200116+00:00
137,18,140.52,2025-12-08 04:14:36.218287+00:00
138,18,182.91,2025-12-08 04:14:36.233983+00:00
139,106,161.14,2025-12-08 04:14:36.242140+00:00
140,67,80.28,2025-12-08 04:14:36.251871+00:00
141,55,109.34,2025-12-08 04:14:36.263764+00:00
142,84,108.40,2025-12-08 04:14:36.271377+00:00
143,104,211.34,2025-12-08 04:14:36.289390+00:00
144,23,142.64,2025-12-08 04:14:36.302734+00:00
145,19,41.97,2025-12-08 04:14:36.312140+00:00
146,10,130.44,2025-12-08 04:14:36.320102+00:00
147,82,170.45,2025-12-08 04:14:36.327296+00:00
148,28,45.54,2025-12-08 04:14:36.335483+00:00
149,67,48.96,2025-12-08 04:14:36.343164+00:00
150,68,192.25,2025-12-08 04:14:36.349859+00:00
151,8,38.78,2025-12-08 04:14:36.361983+00:00
152,103,165.54,2025-12-08 04:14:36.367366+00:00
153,74,58.90,2025-12-08 04:14:36.376497+00:00
154,29,208.75,2025-12-08 04:14:36.382607+00:00
155,87,78.58,2025-12-08 04:14:36.388840+00:00
156,95,75.57,2025-12-08 04:14:36.396399+00:00
157,86,135.49,2025-12-08 04:14:36.404860+00:00
158,59,11.74,2025-12-08 04:14:36.414402+00:00
159,52,44.21,2025-12-08 04:14:36.425790+00:00
160,83,10.92,2025-12-08 04:14:36.438420+00:00
161,95,75.57,2025-12-08 04:14:36.447208+00:00
162,21,80.43,2025-12-08 04:14:36.459996+00:00
163,78,93.24,2025-12-08 04:14:36.468515+00:00
164,80,133.15,2025-12-08 04:14:36.482835+00:00
165,45,140.33,2025-12-08 04:14:36.500737+00:00
166,84,108.40,2025-12-08 04:14:36.517168+00:00
167,17,48.14,2025-12-08 04:14:36.536944+00:00
168,38,118.62,2025-12-08 04:14:36.547147+00:00
169,17,13.27,2025-12-08 04:14:36.554909+00:00
170,54,54.36,2025-12-08 04:14:36.561789+00:00
171,72,199.52,2025-12-08 04:14:36.570328+00:00
172,64,106.17,2025-12-08 04:14:36.583095+00:00
173,15,50.58,2025-12-08 04:14:36.588421+00:00
174,67,11.74,2025-12-08 04:14:36.594785+00:00
175,92,117.84,2025-12-08 04:14:36.602087+00:00
176,82,86.34,2025-12-08 04:14:36.616482+00:00
177,66,138.34,2025-12-08 04:14:36.635985+00:00
178,107,149.14,2025-12-08 04:14:36.649004+00:00
179,50,93.41,2025-12-08 04:14:36.670978+00:00
180,35,183.80,2025-12-08 04:14:36.681574+00:00
181,33,15.03,2025-12-08 04:14:36.690874+00:00
182,64,113.47,2025-12-08 04:14:36.704996+00:00
183,85,68.60,2025-12-08 04:14:36.719314+00:00
184,13,75.39,2025-12-08 04:14:36.724645+00:00
185,18,140.52,2025-12-08 04:14:36.730101+00:00
186,103,165.54,2025-12-08 04:14:36.741652+00:00
187,44,106.33,2025-12-08 04:14:36.751037+00:00
188,84,65.57,2025-12-08 04:14:36.758167+00:00
189,67,80.28,2025-12-08 04:14:36.764313+00:00
190,84,77.82,2025-12-08 04:14:36.772916+00:00
191,62,39.55,2025-12-08 04:14:36.777475+00:00
192,107,149.14,2025-12-08 04:14:36.782868+00:00
193,30,43.98,2025-12-08 04:14:36.794973+00:00
194,48,141.58,2025-12-08 04:14:36.802325+00:00
195,8,137.95,2025-12-08 04:14:36.814454+00:00
196,97,196.11,2025-12-08 04:14:36.824910+00:00
197,44,13.08,2025-12-08 04:14:36.831226+00:00
198,101,130.89,2025-12-08 04:14:36.835557+00:00
199,40,125.56,2025-12-08 04:14:36.840829+00:00
200,97,197.76,2025-12-08 04:14:36.848441+00:00
201,47,156.04,2025-12-08 04:14:36.861066+00:00
202,35,207.67,2025-12-08 04:14:36.872053+00:00
203,27,164.61,2025-12-08 04:14:36.884271+00:00
204,64,44.10,2025-12-08 04:14:36.894931+00:00
205,65,70.05,2025-12-08 04:14:36.903958+00:00
206,102,54.32,2025-12-08 04:14:36.912372+00:00
207,29,150.03,2025-12-08 04:14:36.921904+00:00
208,23,166.01,2025-12-08 04:14:36.941523+00:00
209,77,72.48,2025-12-08 04:14:36.955448+00:00
210,39,155.49,2025-12-08 04:14:36.970583+00:00
211,97,197.76,2025-12-08 04:14:36.985140+00:00
212,107,149.14,2025-12-08 04:14:37.037831+00:00
213,42,246.52,2025-12-08 04:14:37.097674+00:00
214,74,58.90,2025-12-08 04:14:37.113922+00:00
215,16,184.75,2025-12-08 04:14:37.126610+00:00
216,42,96.56,2025-12-08 04:14:37.140109+00:00
217,96,186.59,2025-12-08 04:14:37.157000+00:00
218,8,137.95,2025-12-08 04:14:37.171095+00:00
219,80,67.20,2025-12-08 04:14:37.180853+00:00
220,30,43.98,2025-12-08 04:14:37.187697+00:00
221,43,49.80,2025-12-08 04:14:37.196239+00:00
222,92,251.68,2025-12-08 04:14:37.205893+00:00
223,33,73.98,2025-12-08 04:14:37.217443+00:00
224,15,163.54,2025-12-08 04:14:37.222835+00:00
225,34,99.60,2025-12-08 04:14:37.229390+00:00
226,13,139.99,2025-12-08 04:14:37.239214+00:00
227,102,175.47,2025-12-08 04:14:37.250154+00:00
228,31,41.98,2025-12-08 04:14:37.255252+00:00
229,62,161.10,2025-12-08 04:14:37.260895+00:00
230,28,222.82,2025-12-08 04:14:37.272928+00:00
231,76,45.49,2025-12-08 04:14:37.279986+00:00
232,18,40.30,2025-12-08 04:14:37.288839+00:00
233,22,69.23,2025-12-08 04:14:37.293561+00:00
234,11,131.90,2025-12-08 04:14:37.300782+00:00
235,60,114.86,2025-12-08 04:14:37.314154+00:00
236,65,36.56,2025-12-08 04:14:37.323524+00:00
237,89,45.94,2025-12-08 04:14:37.327887+00:00
238,18,27.39,2025-12-08 04:14:37.332895+00:00
239,72,141.97,2025-12-08 04:14:37.337012+00:00
240,100,127.56,2025-12-08 04:14:37.345775+00:00
241,76,155.97,2025-12-08 04:14:37.350059+00:00
242,76,45.49,2025-12-08 04:14:37.354903+00:00
243,85,256.45,2025-12-08 04:14:37.362031+00:00
244,16,155.00,2025-12-08 04:14:37.367400+00:00
245,34,99.60,2025-12-08 04:14:37.374518+00:00
246,61,98.51,2025-12-08 04:14:37.380916+00:00
247,80,133.15,2025-12-08 04:14:37.385771+00:00
248,69,115.98,2025-12-08 04:14:37.395126+00:00
249,87,78.58,2025-12-08 04:14:37.404449+00:00
250,15,154.98,2025-12-08 04:14:37.419712+00:00
251,11,131.90,2025-12-08 04:14:37.437952+00:00
252,78,93.24,2025-12-08 04:14:37.457539+00:00
253,98,121.84,2025-12-08 04:14:37.470607+00:00
254,78,93.24,2025-12-08 04:14:37.481265+00:00
255,8,137.95,2025-12-08 04:14:37.495142+00:00
256,38,278.07,2025-12-08 04:14:37.512756+00:00
257,38,206.90,2025-12-08 04:14:37.526152+00:00
258,44,70.58,2025-12-08 04:14:37.547077+00:00
259,49,87.90,2025-12-08 04:14:37.557128+00:00
260,36,156.29,2025-12-08 04:14:37.566693+00:00
261,77,97.50,2025-12-08 04:14:37.587044+00:00
262,48,184.22,2025-12-08 04:14:37.602107+00:00
263,57,160.02,2025-12-08 04:14:37.611419+00:00
264,77,97.50,2025-12-08 04:14:37.623287+00:00
265,45,140.33,2025-12-08 04:14:37.639850+00:00
266,55,322.48,2025-12-08 04:14:37.657527+00:00
267,33,15.03,2025-12-08 04:14:37.700953+00:00
268,60,85.76,2025-12-08 04:14:37.724058+00:00
269,89,45.94,2025-12-08 04:14:37.750768+00:00
270,70,117.47,2025-12-08 04:14:37.761599+00:00
271,88,32.04,2025-12-08 04:14:37.773433+00:00
272,89,91.02,2025-12-08 04:14:37.784317+00:00
273,35,97.35,2025-12-08 04:14:37.793651+00:00
274,79,52.50,2025-12-08 04:14:37.804148+00:00
275,100,72.80,2025-12-08 04:14:37.814900+00:00
276,27,124.80,2025-12-08 04:14:37.832290+00:00
277,82,94.76,2025-12-08 04:14:37.842534+00:00
278,64,113.47,2025-12-08 04:14:37.859512+00:00
279,37,196.22,2025-12-08 04:14:37.878040+00:00
280,42,96.56,2025-12-08 04:14:37.889107+00:00
281,87,149.63,2025-12-08 04:14:37.907116+00:00
282,31,102.92,2025-12-08 04:14:37.917450+00:00
283,91,54.32,2025-12-08 04:14:37.931626+00:00
284,80,133.15,2025-12-08 04:14:37.946944+00:00
285,15,240.98,2025-12-08 04:14:37.967750+00:00
286,78,118.59,2025-12-08 04:14:37.978557+00:00
287,84,217.41,2025-12-08 04:14:37.989004+00:00
288,99,158.04,2025-12-08 04:14:38.013085+00:00
289,34,176.47,2025-12-08 04:14:38.049894+00:00
290,38,71.83,2025-12-08 04:14:38.060228+00:00
291,55,322.48,2025-12-08 04:14:38.071085+00:00
292,106,239.88,2025-12-08 04:14:38.091007+00:00
293,36,156.29,2025-12-08 04:14:38.101651+00:00
294,73,151.91,2025-12-08 04:14:38.120690+00:00
295,57,163.89,2025-12-08 04:14:38.130064+00:00
296,73,236.60,2025-12-08 04:14:38.137943+00:00
297,37,149.80,2025-12-08 04:14:38.148403+00:00
298,75,117.45,2025-12-08 04:14:38.159960+00:00
299,63,158.99,2025-12-08 04:14:38.176743+00:00
300,95,18.42,2025-12-08 04:14:38.187080+00:00
301,102,140.09,2025-12-08 04:14:38.194220+00:00
302,28,45.54,2025-12-08 04:14:38.205595+00:00
303,52,44.21,2025-12-08 04:14:38.218617+00:00
304,91,54.32,2025-12-08 04:14:38.236529+00:00
305,8,77.72,2025-12-08 06:20:53.196626+00:00
306,12,115.86,2025-12-08 06:20:53.202537+00:00
307,91,96.01,2025-12-08 06:20:53.212213+00:00
308,29,285.84,2025-12-08 06:20:53.219888+00:00
309,88,237.87,2025-12-08 06:20:53.232559+00:00
310,10,69.76,2025-12-08 06:20:53.239558+00:00
311,74,41.64,2025-12-08 06:20:53.245849+00:00
312,26,128.16,2025-12-08 06:20:53.250123+00:00
313,46,271.09,2025-12-08 06:20:53.255575+00:00
314,107,194.44,2025-12-08 06:20:53.270029+00:00
315,43,86.68,2025-12-08 06:20:53.281580+00:00
316,49,67.41,2025-12-08 06:20:53.289664+00:00
317,82,19.56,2025-12-08 06:20:53.297766+00:00
318,101,199.31,2025-12-08 06:20:53.303320+00:00
319,99,30.48,2025-12-08 06:20:53.310099+00:00
320,79,208.13,2025-12-08 06:20:53.314391+00:00
321,48,311.08,2025-12-08 06:20:53.324854+00:00
322,39,101.28,2025-12-08 06:20:53.338202+00:00
323,92,336.07,2025-12-08 06:20:53.343287+00:00
324,13,93.60,2025-12-08 06:20:53.353399+00:00
325,32,248.53,2025-12-08 06:20:53.358238+00:00
326,15,221.12,2025-12-08 06:20:53.369598+00:00
327,90,356.41,2025-12-08 06:20:53.380144+00:00
328,64,248.68,2025-12-08 06:20:53.394356+00:00
329,12,99.64,2025-12-08 06:20:53.410566+00:00
330,82,132.62,2025-12-08 06:20:53.418485+00:00
331,70,336.85,2025-12-08 06:20:53.426122+00:00
332,74,85.71,2025-12-08 06:20:53.437833+00:00
333,26,12.52,2025-12-08 06:20:53.443493+00:00
334,32,248.53,2025-12-08 06:20:53.447885+00:00
335,14,77.24,2025-12-08 06:20:53.458709+00:00
336,51,123.66,2025-12-08 06:20:53.463111+00:00
337,102,155.61,2025-12-08 06:20:53.470455+00:00
338,13,290.42,2025-12-08 06:20:53.481767+00:00
339,50,137.03,2025-12-08 06:20:53.492620+00:00
340,28,39.66,2025-12-08 06:20:53.499544+00:00
341,49,67.41,2025-12-08 06:20:53.506623+00:00
342,39,37.72,2025-12-08 06:20:53.514886+00:00
343,31,93.68,2025-12-08 06:20:53.520652+00:00
344,11,165.39,2025-12-08 06:20:53.526820+00:00
345,71,70.67,2025-12-08 06:20:53.532432+00:00
346,73,210.04,2025-12-08 06:20:53.538573+00:00
347,93,238.88,2025-12-08 06:20:53.545880+00:00
348,92,113.00,2025-12-08 06:20:53.557647+00:00
349,38,229.65,2025-12-08 06:20:53.564834+00:00
350,21,309.66,2025-12-08 06:20:53.575295+00:00
351,105,106.70,2025-12-08 06:20:53.588028+00:00
352,43,86.68,2025-12-08 06:20:53.593482+00:00
353,81,312.04,2025-12-08 06:20:53.601367+00:00
354,36,140.97,2025-12-08 06:20:53.614219+00:00
355,25,353.77,2025-12-08 06:20:53.619982+00:00
356,105,189.21,2025-12-08 06:20:53.633393+00:00
357,14,43.90,2025-12-08 06:20:53.646440+00:00
358,73,28.12,2025-12-08 06:20:53.650205+00:00
359,80,201.88,2025-12-08 06:20:53.657459+00:00
360,35,113.36,2025-12-08 06:20:53.666968+00:00
361,71,94.54,2025-12-08 06:20:53.671681+00:00
362,63,89.89,2025-12-08 06:20:53.676756+00:00
363,84,311.23,2025-12-08 06:20:53.685074+00:00
364,36,8.43,2025-12-08 06:20:53.699550+00:00
365,87,54.47,2025-12-08 06:20:53.705144+00:00
366,85,135.20,2025-12-08 06:20:53.712982+00:00
367,73,308.68,2025-12-08 06:20:53.723419+00:00
368,14,62.69,2025-12-08 06:20:53.735129+00:00
369,70,336.85,2025-12-08 06:20:53.741159+00:00
370,74,135.29,2025-12-08 06:20:53.754825+00:00
371,41,42.54,2025-12-08 06:20:53.761721+00:00
372,31,111.89,2025-12-08 06:20:53.766471+00:00
373,41,172.15,2025-12-08 06:20:53.777219+00:00
374,57,64.85,2025-12-08 06:20:53.782861+00:00
375,24,304.07,2025-12-08 06:20:53.790747+00:00
376,89,134.61,2025-12-08 06:20:53.803986+00:00
377,33,31.56,2025-12-08 06:20:53.815522+00:00
378,86,164.80,2025-12-08 06:20:53.820964+00:00
379,71,6.09,2025-12-08 06:20:53.827723+00:00
380,42,10.52,2025-12-08 06:20:53.833078+00:00
381,30,181.71,2025-12-08 06:20:53.836887+00:00
382,57,64.85,2025-12-08 06:20:53.842521+00:00
383,17,274.45,2025-12-08 06:20:53.850339+00:00
384,71,53.30,2025-12-08 06:20:53.860342+00:00
385,60,186.45,2025-12-08 06:20:53.866231+00:00
386,37,227.86,2025-12-08 06:20:53.881868+00:00
387,21,15.56,2025-12-08 06:20:53.887224+00:00
388,15,10.82,2025-12-08 06:20:53.891127+00:00
389,40,27.01,2025-12-08 06:20:53.894827+00:00
390,98,45.03,2025-12-08 06:20:53.898820+00:00
391,89,101.90,2025-12-08 06:20:53.902627+00:00
392,49,209.02,2025-12-08 06:20:53.907089+00:00
393,78,118.59,2025-12-08 06:20:53.912361+00:00
394,15,122.04,2025-12-08 06:20:53.919529+00:00
395,105,117.92,2025-12-08 06:20:53.923893+00:00
396,41,129.67,2025-12-08 06:20:53.928835+00:00
397,17,112.62,2025-12-08 06:20:53.935207+00:00
398,58,68.95,2025-12-08 06:20:53.941985+00:00
399,56,88.08,2025-12-08 06:20:53.950207+00:00
400,69,250.69,2025-12-08 06:20:53.955794+00:00
401,86,166.45,2025-12-08 06:20:53.967657+00:00
402,35,231.08,2025-12-08 06:20:53.973711+00:00
403,77,95.08,2025-12-08 06:20:53.984491+00:00
404,44,161.89,2025-12-08 06:20:53.991498+00:00
405,52,134.77,2025-12-08 06:20:53.998928+00:00
406,97,251.01,2025-12-08 06:20:54.005151+00:00
407,16,362.37,2025-12-08 06:20:54.015797+00:00
408,26,139.22,2025-12-08 06:20:54.026714+00:00
409,51,306.75,2025-12-08 06:20:54.031813+00:00
410,93,238.88,2025-12-08 06:20:54.043163+00:00
411,35,231.08,2025-12-08 06:20:54.057139+00:00
412,17,274.45,2025-12-08 06:20:54.070304+00:00
413,84,79.50,2025-12-08 06:20:54.079254+00:00
414,22,111.74,2025-12-08 06:20:54.084053+00:00
415,9,294.33,2025-12-08 06:20:54.089752+00:00
416,35,231.08,2025-12-08 06:20:54.101170+00:00
417,21,137.56,2025-12-08 06:20:54.111875+00:00
418,43,86.68,2025-12-08 06:20:54.116834+00:00
419,101,251.11,2025-12-08 06:20:54.126662+00:00
420,61,268.29,2025-12-08 06:20:54.140757+00:00
421,11,142.09,2025-12-08 06:20:54.152698+00:00
422,57,64.85,2025-12-08 06:20:54.162340+00:00
423,63,89.89,2025-12-08 06:20:54.170495+00:00
424,59,60.11,2025-12-08 06:20:54.177648+00:00
425,38,122.47,2025-12-08 06:20:54.181779+00:00
426,16,131.75,2025-12-08 06:20:54.187856+00:00
427,17,18.83,2025-12-08 06:20:54.192782+00:00
428,28,170.19,2025-12-08 06:20:54.197064+00:00
429,69,250.69,2025-12-08 06:20:54.205696+00:00
430,12,99.64,2025-12-08 06:20:54.219316+00:00
431,76,242.06,2025-12-08 06:20:54.228915+00:00
432,77,50.43,2025-12-08 06:20:54.239531+00:00
433,37,26.26,2025-12-08 06:20:54.245150+00:00
434,29,222.29,2025-12-08 06:20:54.249195+00:00
435,31,44.06,2025-12-08 06:20:54.255337+00:00
436,29,285.84,2025-12-08 06:20:54.262457+00:00
437,33,38.73,2025-12-08 06:20:54.274707+00:00
438,27,278.80,2025-12-08 06:20:54.283431+00:00
439,8,378.65,2025-12-08 06:20:54.297440+00:00
440,30,230.82,2025-12-08 06:20:54.310599+00:00
441,84,311.23,2025-12-08 06:20:54.321806+00:00
442,43,218.37,2025-12-08 06:20:54.334260+00:00
443,27,51.18,2025-12-08 06:20:54.338912+00:00
444,81,312.04,2025-12-08 06:20:54.343447+00:00
445,9,294.33,2025-12-08 06:20:54.354856+00:00
446,99,183.15,2025-12-08 06:20:54.365478+00:00
447,9,97.72,2025-12-08 06:20:54.370131+00:00
448,18,127.72,2025-12-08 06:20:54.376205+00:00
449,42,57.53,2025-12-08 06:20:54.380857+00:00
450,31,88.09,2025-12-08 06:20:54.385328+00:00
451,22,298.07,2025-12-08 06:20:54.390366+00:00
452,83,182.27,2025-12-08 06:20:54.402949+00:00
453,49,275.26,2025-12-08 06:20:54.408118+00:00
454,59,139.35,2025-12-08 06:20:54.413187+00:00
455,101,61.89,2025-12-08 06:20:54.417847+00:00
456,14,175.82,2025-12-08 06:20:54.422458+00:00
457,18,21.18,2025-12-08 06:20:54.431570+00:00
458,77,179.22,2025-12-08 06:20:54.435981+00:00
459,22,171.86,2025-12-08 06:20:54.448113+00:00
460,23,242.59,2025-12-08 06:20:54.453831+00:00
461,56,70.33,2025-12-08 06:20:54.467666+00:00
462,48,311.08,2025-12-08 06:20:54.477201+00:00
463,60,186.45,2025-12-08 06:20:54.489270+00:00
464,85,135.20,2025-12-08 06:20:54.501718+00:00
465,48,311.08,2025-12-08 06:20:54.514503+00:00
466,84,92.32,2025-12-08 06:20:54.527975+00:00
467,82,141.24,2025-12-08 06:20:54.532055+00:00
468,62,82.40,2025-12-08 06:20:54.536764+00:00
469,56,181.78,2025-12-08 06:20:54.541127+00:00
470,32,96.36,2025-12-08 06:20:54.546371+00:00
471,75,145.74,2025-12-08 06:20:54.550789+00:00
472,38,229.65,2025-12-08 06:20:54.556112+00:00
473,73,308.68,2025-12-08 06:20:54.566660+00:00
474,84,311.23,2025-12-08 06:20:54.578887+00:00
475,27,99.98,2025-12-08 06:20:54.591326+00:00
476,81,109.93,2025-12-08 06:20:54.595829+00:00
477,68,68.41,2025-12-08 06:20:54.602962+00:00
478,14,139.94,2025-12-08 06:20:54.607914+00:00
479,106,146.16,2025-12-08 06:20:54.613297+00:00
480,92,336.07,2025-12-08 06:20:54.622984+00:00
481,107,194.44,2025-12-08 06:20:54.633564+00:00
482,107,194.44,2025-12-08 06:20:54.646888+00:00
483,84,163.68,2025-12-08 06:20:54.657739+00:00
484,17,149.98,2025-12-08 06:20:54.663918+00:00
485,71,134.06,2025-12-08 06:20:54.671578+00:00
486,21,309.66,2025-12-08 06:20:54.677157+00:00
487,45,76.08,2025-12-08 06:20:54.689763+00:00
488,82,281.96,2025-12-08 06:20:54.694883+00:00
489,106,53.70,2025-12-08 06:20:54.708978+00:00
490,79,52.32,2025-12-08 06:20:54.715740+00:00
491,76,242.06,2025-12-08 06:20:54.721992+00:00
492,59,166.63,2025-12-08 06:20:54.732920+00:00
493,9,161.13,2025-12-08 06:20:54.740786+00:00
494,13,290.42,2025-12-08 06:20:54.748265+00:00
495,35,231.08,2025-12-08 06:20:54.763122+00:00
496,81,11.24,2025-12-08 06:20:54.773872+00:00
497,81,199.59,2025-12-08 06:20:54.777801+00:00
498,23,242.59,2025-12-08 06:20:54.785253+00:00
499,16,77.57,2025-12-08 06:20:54.796841+00:00
