id,menu_item_id,name,description
4437,1426,Pepper,Ingredient for Chicken Tandoori
4438,1426,Oil,Ingredient for Chicken Tandoori
4439,1427,Salt,Ingredient for Naan Garlic Bread
4440,1427,Pepper,Ingredient for Naan Garlic Bread
4441,1427,Oil,Ingredient for Naan Garlic Bread
4442,1428,Salt,Ingredient for Fish Masala Curry
4443,1428,Pepper,Ingredient for Fish Masala Curry
4444,1428,Oil,Ingredient for Fish Masala Curry
4445,1429,Salt,Ingredient for Dal Makhani
4446,1429,Pepper,Ingredient for Dal Makhani
4447,1429,Oil,Ingredient for Dal Makhani
4448,1430,Salt,Ingredient for Chana Masala
4449,1430,Pepper,Ingredient for Chana Masala
4450,1430,Oil,Ingredient for Chana Masala
4451,1431,Salt,Ingredient for Paneer Tikka Masala
4452,1431,Pepper,Ingredient for Paneer Tikka Masala
4453,1431,Oil,Ingredient for Paneer Tikka Masala
4454,1432,Salt,Ingredient for Butter Chicken
4455,1432,Pepper,Ingredient for Butter Chicken
4456,1432,Oil,Ingredient for Butter Chicken
4457,1433,Salt,Ingredient for Naan Garlic Bread
4458,1433,Pepper,Ingredient for Naan Garlic Bread
4459,1433,Oil,Ingredient for Naan Garlic Bread
4460,1434,Salt,Ingredient for Chicken Tandoori
4461,1434,Pepper,Ingredient for Chicken Tandoori
4462,1434,Oil,Ingredient for Chicken Tandoori
4463,1435,Salt,Ingredient for Aloo Paratha
4464,1435,Pepper,Ingredient for Aloo Paratha
4465,1435,Oil,Ingredient for Aloo Paratha
4466,1436,Salt,Ingredient for Chicken Biryani
4467,1436,Pepper,Ingredient for Chicken Biryani
4468,1436,Oil,Ingredient for Chicken Biryani
4469,1437,Salt,Ingredient for Mutton Karahi
4470,1437,Pepper,Ingredient for Mutton Karahi
4471,1437,Oil,Ingredient for Mutton Karahi
4472,1438,Salt,Ingredient for Butter Chicken
4473,1438,Pepper,Ingredient for Butter Chicken
4474,1438,Oil,Ingredient for Butter Chicken
4475,1439,Salt,Ingredient for Chicken Tandoori
4476,1439,Pepper,Ingredient for Chicken Tandoori
4477,1439,Oil,Ingredient for Chicken Tandoori
4478,1440,Salt,Ingredient for Aloo Paratha
4479,1440,Pepper,Ingredient for Aloo Paratha
4480,1440,Oil,Ingredient for Aloo Paratha
4481,1441,Salt,Ingredient for Naan Garlic Bread
4482,1441,Pepper,Ingredient for Naan Garlic Bread
4483,1441,Oil,Ingredient for Naan Garlic Bread
4484,1442,Salt,Ingredient for Chana Masala
4485,1442,Pepper,Ingredient for Chana Masala
4486,1442,Oil,Ingredient for Chana Masala
4487,1443,Salt,Ingredient for Chicken Biryani
4488,1443,Pepper,Ingredient for Chicken Biryani
4489,1443,Oil,Ingredient for Chicken Biryani
4490,1444,Salt,Ingredient for Mutton Karahi
4491,1444,Pepper,Ingredient for Mutton Karahi
4492,1444,Oil,Ingredient for Mutton Karahi
4493,1445,Salt,Ingredient for Fish Masala Curry
4494,1445,Pepper,Ingredient for Fish Masala Curry
4495,1445,Oil,Ingredient for Fish Masala Curry
4496,1446,Salt,Ingredient for Paneer Tikka Masala
4497,1446,Pepper,Ingredient for Paneer Tikka Masala
4498,1446,Oil,Ingredient for Paneer Tikka Masala
4499,1447,Salt,Ingredient for Dal Makhani
4500,1447,Pepper,Ingredient for Dal Makhani
4501,1447,Oil,Ingredient for Dal Makhani
4502,1448,Salt,Ingredient for Mutton Karahi
4503,1448,Pepper,Ingredient for Mutton Karahi
4504,1448,Oil,Ingredient for Mutton Karahi
4505,1449,Salt,Ingredient for Fish Masala Curry
4506,1449,Pepper,Ingredient for Fish Masala Curry
4507,1449,Oil,Ingredient for Fish Masala Curry
4508,1450,Salt,Ingredient for Chana Masala
4509,1450,Pepper,Ingredient for Chana Masala
4510,1450,Oil,Ingredient for Chana Masala
4511,1451,Salt,Ingredient for Paneer Tikka Masala
4512,1451,Pepper,Ingredient for Paneer Tikka Masala
4513,1451,Oil,Ingredient for Paneer Tikka Masala
4514,1452,Salt,Ingredient for Chicken Tandoori
4515,1452,Pepper,Ingredient for Chicken Tandoori
4516,1452,Oil,Ingredient for Chicken Tandoori
4517,1453,Salt,Ingredient for Dal Makhani
4518,1453,Pepper,Ingredient for Dal Makhani
4519,1453,Oil,Ingredient for Dal Makhani
4520,1454,Salt,Ingredient for Aloo Paratha
4521,1454,Pepper,Ingredient for Aloo Paratha
4522,1454,Oil,Ingredient for Aloo Paratha
4523,1455,Salt,Ingredient for Naan Garlic Bread
4524,1455,Pepper,Ingredient for Naan Garlic Bread
4525,1455,Oil,Ingredient for Naan Garlic Bread
4526,1456,Salt,Ingredient for Chicken Biryani
4527,1456,Pepper,Ingredient for Chicken Biryani
4528,1456,Oil,Ingredient for Chicken Biryani
4529,1457,Salt,Ingredient for Butter Chicken
4530,1457,Pepper,Ingredient for Butter Chicken
4531,1457,Oil,Ingredient for Butter Chicken
4532,1458,Salt,Ingredient for Dal Makhani
4533,1458,Pepper,Ingredient for Dal Makhani
4534,1458,Oil,Ingredient for Dal Makhani
4535,1459,Salt,Ingredient for Mutton Karahi
4536,1459,Pepper,Ingredient for Mutton Karahi
4537,1459,Oil,Ingredient for Mutton Karahi
4538,1460,Salt,Ingredient for Chicken Tandoori
4539,1460,Pepper,Ingredient for Chicken Tandoori
4540,1460,Oil,Ingredient for Chicken Tandoori
4541,1461,Salt,Ingredient for Paneer Tikka Masala
4542,1461,Pepper,Ingredient for Paneer Tikka Masala
4543,1461,Oil,Ingredient for Paneer Tikka Masala
4544,1462,Salt,Ingredient for Butter Chicken
4545,1462,Pepper,Ingredient for Butter Chicken
4546,1462,Oil,Ingredient for Butter Chicken
4547,1463,Salt,Ingredient for Fish Masala Curry
4548,1463,Pepper,Ingredient for Fish Masala Curry
4549,1463,Oil,Ingredient for Fish Masala Curry
4550,1464,Salt,Ingredient for Chana Masala
4551,1464,Pepper,Ingredient for Chana Masala
4552,1464,Oil,Ingredient for Chana Masala
4553,1465,Salt,Ingredient for Naan Garlic Bread
4554,1465,Pepper,Ingredient for Naan Garlic Bread
4555,1465,Oil,Ingredient for Naan Garlic Bread
4556,1466,Salt,Ingredient for Chicken Biryani
4557,1466,Pepper,Ingredient for Chicken Biryani
4558,1466,Oil,Ingredient for Chicken Biryani
4559,1467,Salt,Ingredient for Aloo Paratha
4560,1467,Pepper,Ingredient for Aloo Paratha
4561,1467,Oil,Ingredient for Aloo Paratha
4562,1468,Salt,Ingredient for Butter Chicken
4563,1468,Pepper,Ingredient for Butter Chicken
4564,1468,Oil,Ingredient for Butter Chicken
4565,1469,Salt,Ingredient for Chicken Biryani
4566,1469,Pepper,Ingredient for Chicken Biryani
4567,1469,Oil,Ingredient for Chicken Biryani
4568,1470,Salt,Ingredient for Naan Garlic Bread
4569,1470,Pepper,Ingredient for Naan Garlic Bread
4570,1470,Oil,Ingredient for Naan Garlic Bread
4571,1471,Salt,Ingredient for Dal Makhani
4572,1471,Pepper,Ingredient for Dal Makhani
4573,1471,Oil,Ingredient for Dal Makhani
4574,1472,Salt,Ingredient for Chana Masala
4575,1472,Pepper,Ingredient for Chana Masala
4576,1472,Oil,Ingredient for Chana Masala
4577,1473,Salt,Ingredient for Aloo Paratha
4578,1473,Pepper,Ingredient for Aloo Paratha
4579,1473,Oil,Ingredient for Aloo Paratha
4580,1474,Salt,Ingredient for Chicken Tandoori
4581,1474,Pepper,Ingredient for Chicken Tandoori
4582,1474,Oil,Ingredient for Chicken Tandoori
4583,1475,Salt,Ingredient for Mutton Karahi
4584,1475,Pepper,Ingredient for Mutton Karahi
4585,1475,Oil,Ingredient for Mutton Karahi
4586,1476,Salt,Ingredient for Fish Masala Curry
4587,1476,Pepper,Ingredient for Fish Masala Curry
4588,1476,Oil,Ingredient for Fish Masala Curry
4589,1477,Salt,Ingredient for Paneer Tikka Masala
4590,1477,Pepper,Ingredient for Paneer Tikka Masala
4591,1477,Oil,Ingredient for Paneer Tikka Masala
4592,1478,Salt,Ingredient for Butter Chicken
4593,1478,Pepper,Ingredient for Butter Chicken
4594,1478,Oil,Ingredient for Butter Chicken
4595,1479,Salt,Ingredient for Dal Makhani
4596,1479,Pepper,Ingredient for Dal Makhani
4597,1479,Oil,Ingredient for Dal Makhani
4598,1480,Salt,Ingredient for Chicken Biryani
4599,1480,Pepper,Ingredient for Chicken Biryani
4600,1480,Oil,Ingredient for Chicken Biryani
4601,1481,Salt,Ingredient for Chana Masala
4602,1481,Pepper,Ingredient for Chana Masala
4603,1481,Oil,Ingredient for Chana Masala
4604,1482,Salt,Ingredient for Fish Masala Curry
4605,1482,Pepper,Ingredient for Fish Masala Curry
4606,1482,Oil,Ingredient for Fish Masala Curry
4607,1483,Salt,Ingredient for Naan Garlic Bread
4608,1483,Pepper,Ingredient for Naan Garlic Bread
4609,1483,Oil,Ingredient for Naan Garlic Bread
4610,1484,Salt,Ingredient for Paneer Tikka Masala
4611,1484,Pepper,Ingredient for Paneer Tikka Masala
4612,1484,Oil,Ingredient for Paneer Tikka Masala
4613,1485,Salt,Ingredient for Aloo Paratha
4614,1485,Pepper,Ingredient for Aloo Paratha
4615,1485,Oil,Ingredient for Aloo Paratha
4616,1486,Salt,Ingredient for Chicken Tandoori
4617,1486,Pepper,Ingredient for Chicken Tandoori
4618,1486,Oil,Ingredient for Chicken Tandoori
4619,1487,Salt,Ingredient for Mutton Karahi
4620,1487,Pepper,Ingredient for Mutton Karahi
4621,1487,Oil,Ingredient for Mutton Karahi
4622,1488,Salt,Ingredient for Chana Masala
4623,1488,Pepper,Ingredient for Chana Masala
4624,1488,Oil,Ingredient for Chana Masala
4625,1489,Salt,Ingredient for Chicken Biryani
4626,1489,Pepper,Ingredient for Chicken Biryani
4627,1489,Oil,Ingredient for Chicken Biryani
4628,1490,Salt,Ingredient for Aloo Paratha
4629,1490,Pepper,Ingredient for Aloo Paratha
4630,1490,Oil,Ingredient for Aloo Paratha
4631,1491,Salt,Ingredient for Mutton Karahi
4632,1491,Pepper,Ingredient for Mutton Karahi
4633,1491,Oil,Ingredient for Mutton Karahi
4634,1492,Salt,Ingredient for Fish Masala Curry
4635,1492,Pepper,Ingredient for Fish Masala Curry
4636,1492,Oil,Ingredient for Fish Masala Curry
4637,1493,Salt,Ingredient for Naan Garlic Bread
4638,1493,Pepper,Ingredient for Naan Garlic Bread
4639,1493,Oil,Ingredient for Naan Garlic Bread
4640,1494,Salt,Ingredient for Paneer Tikka Masala
4641,1494,Pepper,Ingredient for Paneer Tikka Masala
4642,1494,Oil,Ingredient for Paneer Tikka Masala
4643,1495,Salt,Ingredient for Butter Chicken
4644,1495,Pepper,Ingredient for Butter Chicken
4645,1495,Oil,Ingredient for Butter Chicken
4646,1496,Salt,Ingredient for Chicken Tandoori
4647,1496,Pepper,Ingredient for Chicken Tandoori
4648,1496,Oil,Ingredient for Chicken Tandoori
4649,1497,Salt,Ingredient for Dal Makhani
4650,1497,Pepper,Ingredient for Dal Makhani
4651,1497,Oil,Ingredient for Dal Makhani
4652,1498,Salt,Ingredient for Chana Masala
4653,1498,Pepper,Ingredient for Chana Masala
4654,1498,Oil,Ingredient for Chana Masala
4655,1499,Salt,Ingredient for Mutton Karahi
4656,1499,Pepper,Ingredient for Mutton Karahi
4657,1499,Oil,Ingredient for Mutton Karahi
4658,1500,Salt,Ingredient for Chicken Tandoori
4659,1500,Pepper,Ingredient for Chicken Tandoori
4660,1500,Oil,Ingredient for Chicken Tandoori
4661,1501,Salt,Ingredient for Chicken Biryani
4662,1501,Pepper,Ingredient for Chicken Biryani
4663,1501,Oil,Ingredient for Chicken Biryani
4664,1502,Salt,Ingredient for Naan Garlic Bread
4665,1502,Pepper,Ingredient for Naan Garlic Bread
4666,1502,Oil,Ingredient for Naan Garlic Bread
4667,1503,Salt,Ingredient for Paneer Tikka Masala
4668,1503,Pepper,Ingredient for Paneer Tikka Masala
4669,1503,Oil,Ingredient for Paneer Tikka Masala
4670,1504,Salt,Ingredient for Dal Makhani
4671,1504,Pepper,Ingredient for Dal Makhani
4672,1504,Oil,Ingredient for Dal Makhani
4673,1505,Salt,Ingredient for Fish Masala Curry
4674,1505,Pepper,Ingredient for Fish Masala Curry
4675,1505,Oil,Ingredient for Fish Masala Curry
4676,1506,Salt,Ingredient for Butter Chicken
4677,1506,Pepper,Ingredient for Butter Chicken
4678,1506,Oil,Ingredient for Butter Chicken
4679,1507,Salt,Ingredient for Aloo Paratha
4680,1507,Pepper,Ingredient for Aloo Paratha
4681,1507,Oil,Ingredient for Aloo Paratha
4682,1508,Salt,Ingredient for Chicken Biryani
4683,1508,Pepper,Ingredient for Chicken Biryani
4684,1508,Oil,Ingredient for Chicken Biryani
4685,1509,Salt,Ingredient for Aloo Paratha
4686,1509,Pepper,Ingredient for Aloo Paratha
4687,1509,Oil,Ingredient for Aloo Paratha
4688,1510,Salt,Ingredient for Butter Chicken
4689,1510,Pepper,Ingredient for Butter Chicken
4690,1510,Oil,Ingredient for Butter Chicken
4691,1511,Salt,Ingredient for Chana Masala
4692,1511,Pepper,Ingredient for Chana Masala
4693,1511,Oil,Ingredient for Chana Masala
4694,1512,Salt,Ingredient for Naan Garlic Bread
4695,1512,Pepper,Ingredient for Naan Garlic Bread
4696,1512,Oil,Ingredient for Naan Garlic Bread
4697,1513,Salt,Ingredient for Dal Makhani
4698,1513,Pepper,Ingredient for Dal Makhani
4699,1513,Oil,Ingredient for Dal Makhani
4700,1514,Salt,Ingredient for Mutton Karahi
4701,1514,Pepper,Ingredient for Mutton Karahi
4702,1514,Oil,Ingredient for Mutton Karahi
4703,1515,Salt,Ingredient for Chicken Tandoori
4704,1515,Pepper,Ingredient for Chicken Tandoori
4705,1515,Oil,Ingredient for Chicken Tandoori
4706,1516,Salt,Ingredient for Fish Masala Curry
4707,1516,Pepper,Ingredient for Fish Masala Curry
4708,1516,Oil,Ingredient for Fish Masala Curry
4709,1517,Salt,Ingredient for Paneer Tikka Masala
4710,1517,Pepper,Ingredient for Paneer Tikka Masala
4711,1517,Oil,Ingredient for Paneer Tikka Masala
4712,1518,Salt,Ingredient for Chicken Tandoori
4713,1518,Pepper,Ingredient for Chicken Tandoori
4714,1518,Oil,Ingredient for Chicken Tandoori
4715,1519,Salt,Ingredient for Paneer Tikka Masala
4716,1519,Pepper,Ingredient for Paneer Tikka Masala
4717,1519,Oil,Ingredient for Paneer Tikka Masala
4718,1520,Salt,Ingredient for Butter Chicken
4719,1520,Pepper,Ingredient for Butter Chicken
4720,1520,Oil,Ingredient for Butter Chicken
4721,1521,Salt,Ingredient for Fish Masala Curry
4722,1521,Pepper,Ingredient for Fish Masala Curry
4723,1521,Oil,Ingredient for Fish Masala Curry
4724,1522,Salt,Ingredient for Naan Garlic Bread
4725,1522,Pepper,Ingredient for Naan Garlic Bread
4726,1522,Oil,Ingredient for Naan Garlic Bread
4727,1523,Salt,Ingredient for Dal Makhani
4728,1523,Pepper,Ingredient for Dal Makhani
4729,1523,Oil,Ingredient for Dal Makhani
4730,1524,Salt,Ingredient for Chicken Biryani
4731,1524,Pepper,Ingredient for Chicken Biryani
4732,1524,Oil,Ingredient for Chicken Biryani
4733,1525,Salt,Ingredient for Chana Masala
4734,1525,Pepper,Ingredient for Chana Masala
4735,1525,Oil,Ingredient for Chana Masala
4736,1526,Salt,Ingredient for Mutton Karahi
4737,1526,Pepper,Ingredient for Mutton Karahi
4738,1526,Oil,Ingredient for Mutton Karahi
4739,1527,Salt,Ingredient for Aloo Paratha
4740,1527,Pepper,Ingredient for Aloo Paratha
4741,1527,Oil,Ingredient for Aloo Paratha
4742,1528,Salt,Ingredient for Aloo Paratha
4743,1528,Pepper,Ingredient for Aloo Paratha
4744,1528,Oil,Ingredient for Aloo Paratha
4745,1529,Salt,Ingredient for Dal Makhani
4746,1529,Pepper,Ingredient for Dal Makhani
4747,1529,Oil,Ingredient for Dal Makhani
4748,1530,Salt,Ingredient for Naan Garlic Bread
4749,1530,Pepper,Ingredient for Naan Garlic Bread
4750,1530,Oil,Ingredient for Naan Garlic Bread
4751,1531,Salt,Ingredient for Chicken Biryani
4752,1531,Pepper,Ingredient for Chicken Biryani
4753,1531,Oil,Ingredient for Chicken Biryani
4754,1532,Salt,Ingredient for Chicken Tandoori
4755,1532,Pepper,Ingredient for Chicken Tandoori
4756,1532,Oil,Ingredient for Chicken Tandoori
4757,1533,Salt,Ingredient for Fish Masala Curry
4758,1533,Pepper,Ingredient for Fish Masala Curry
4759,1533,Oil,Ingredient for Fish Masala Curry
4760,1534,Salt,Ingredient for Paneer Tikka Masala
4761,1534,Pepper,Ingredient for Paneer Tikka Masala
4762,1534,Oil,Ingredient for Paneer Tikka Masala
4763,1535,Salt,Ingredient for Butter Chicken
4764,1535,Pepper,Ingredient for Butter Chicken
4765,1535,Oil,Ingredient for Butter Chicken
4766,1536,Salt,Ingredient for Chana Masala
4767,1536,Pepper,Ingredient for Chana Masala
4768,1536,Oil,Ingredient for Chana Masala
4769,1537,Salt,Ingredient for Mutton Karahi
4770,1537,Pepper,Ingredient for Mutton Karahi
4771,1537,Oil,Ingredient for Mutton Karahi
4772,1538,Salt,Ingredient for Dal Makhani
4773,1538,Pepper,Ingredient for Dal Makhani
4774,1538,Oil,Ingredient for Dal Makhani
4775,1539,Salt,Ingredient for Fish Masala Curry
4776,1539,Pepper,Ingredient for Fish Masala Curry
4777,1539,Oil,Ingredient for Fish Masala Curry
4778,1540,Salt,Ingredient for Chicken Biryani
4779,1540,Pepper,Ingredient for Chicken Biryani
4780,1540,Oil,Ingredient for Chicken Biryani
4781,1541,Salt,Ingredient for Chana Masala
4782,1541,Pepper,Ingredient for Chana Masala
4783,1541,Oil,Ingredient for Chana Masala
4784,1542,Salt,Ingredient for Chicken Tandoori
4785,1542,Pepper,Ingredient for Chicken Tandoori
4786,1542,Oil,Ingredient for Chicken Tandoori
4787,1543,Salt,Ingredient for Paneer Tikka Masala
4788,1543,Pepper,Ingredient for Paneer Tikka Masala
4789,1543,Oil,Ingredient for Paneer Tikka Masala
4790,1544,Salt,Ingredient for Aloo Paratha
4791,1544,Pepper,Ingredient for Aloo Paratha
4792,1544,Oil,Ingredient for Aloo Paratha
4793,1545,Salt,Ingredient for Naan Garlic Bread
4794,1545,Pepper,Ingredient for Naan Garlic Bread
4795,1545,Oil,Ingredient for Naan Garlic Bread
4796,1546,Salt,Ingredient for Butter Chicken
4797,1546,Pepper,Ingredient for Butter Chicken
4798,1546,Oil,Ingredient for Butter Chicken
4799,1547,Salt,Ingredient for Mutton Karahi
4800,1547,Pepper,Ingredient for Mutton Karahi
4801,1547,Oil,Ingredient for Mutton Karahi
4802,1548,Salt,Ingredient for Fish Masala Curry
4803,1548,Pepper,Ingredient for Fish Masala Curry
4804,1548,Oil,Ingredient for Fish Masala Curry
4805,1549,Salt,Ingredient for Mutton Karahi
4806,1549,Pepper,Ingredient for Mutton Karahi
4807,1549,Oil,Ingredient for Mutton Karahi
4808,1550,Salt,Ingredient for Butter Chicken
4809,1550,Pepper,Ingredient for Butter Chicken
4810,1550,Oil,Ingredient for Butter Chicken
4811,1551,Salt,Ingredient for Dal Makhani
4812,1551,Pepper,Ingredient for Dal Makhani
4813,1551,Oil,Ingredient for Dal Makhani
4814,1552,Salt,Ingredient for Naan Garlic Bread
4815,1552,Pepper,Ingredient for Naan Garlic Bread
4816,1552,Oil,Ingredient for Naan Garlic Bread
4817,1553,Salt,Ingredient for Aloo Paratha
4818,1553,Pepper,Ingredient for Aloo Paratha
4819,1553,Oil,Ingredient for Aloo Paratha
4820,1554,Salt,Ingredient for Chicken Tandoori
4821,1554,Pepper,Ingredient for Chicken Tandoori
4822,1554,Oil,Ingredient for Chicken Tandoori
4823,1555,Salt,Ingredient for Paneer Tikka Masala
4824,1555,Pepper,Ingredient for Paneer Tikka Masala
4825,1555,Oil,Ingredient for Paneer Tikka Masala
4826,1556,Salt,Ingredient for Chicken Biryani
4827,1556,Pepper,Ingredient for Chicken Biryani
4828,1556,Oil,Ingredient for Chicken Biryani
4829,1557,Salt,Ingredient for Chana Masala
4830,1557,Pepper,Ingredient for Chana Masala
4831,1557,Oil,Ingredient for Chana Masala
4832,1558,Salt,Ingredient for Aloo Paratha
4833,1558,Pepper,Ingredient for Aloo Paratha
4834,1558,Oil,Ingredient for Aloo Paratha
4835,1559,Salt,Ingredient for Mutton Karahi
4836,1559,Pepper,Ingredient for Mutton Karahi
4837,1559,Oil,Ingredient for Mutton Karahi
4838,1560,Salt,Ingredient for Dal Makhani
4839,1560,Pepper,Ingredient for Dal Makhani
4840,1560,Oil,Ingredient for Dal Makhani
4841,1561,Salt,Ingredient for Chana Masala
4842,1561,Pepper,Ingredient for Chana Masala
4843,1561,Oil,Ingredient for Chana Masala
4844,1562,Salt,Ingredient for Chicken Biryani
4845,1562,Pepper,Ingredient for Chicken Biryani
4846,1562,Oil,Ingredient for Chicken Biryani
4847,1563,Salt,Ingredient for Chicken Tandoori
4848,1563,Pepper,Ingredient for Chicken Tandoori
4849,1563,Oil,Ingredient for Chicken Tandoori
4850,1564,Salt,Ingredient for Paneer Tikka Masala
4851,1564,Pepper,Ingredient for Paneer Tikka Masala
4852,1564,Oil,Ingredient for Paneer Tikka Masala
4853,1565,Salt,Ingredient for Fish Masala Curry
4854,1565,Pepper,Ingredient for Fish Masala Curry
4855,1565,Oil,Ingredient for Fish Masala Curry
4856,1566,Salt,Ingredient for Butter Chicken
4857,1566,Pepper,Ingredient for Butter Chicken
4858,1566,Oil,Ingredient for Butter Chicken
4859,1567,Salt,Ingredient for Naan Garlic Bread
4860,1567,Pepper,Ingredient for Naan Garlic Bread
4861,1567,Oil,Ingredient for Naan Garlic Bread
4862,1568,Salt,Ingredient for Butter Chicken
4863,1568,Pepper,Ingredient for Butter Chicken
4864,1568,Oil,Ingredient for Butter Chicken
4865,1569,Salt,Ingredient for Chana Masala
4866,1569,Pepper,Ingredient for Chana Masala
